"idx_epoch : 0, loss_pre : 155.990478515625, loss_aft : 159.9163818359375, dif : 3.9259033203125"
76,1,-100,85,True
71,2,-100,72,True
68,1,-0.01,77,False
64,2,-0.01,65,False
85,3,-0.01,76,False
75,0,-0.01,74,False
72,0,-100,71,True
70,0,-0.01,69,False
69,2,-0.01,70,False
79,1,-100,88,True
85,3,-0.01,76,False
76,2,-0.01,77,False
77,2,-0.01,78,False
66,1,-0.01,75,False
77,0,-0.01,76,False
78,2,-0.01,79,False
68,2,-0.01,69,False
73,1,-100,82,True
74,0,-0.01,73,False
77,2,-0.01,78,False
77,0,-0.01,76,False
65,0,-0.01,64,False
72,0,-100,71,True
76,2,-0.01,77,False
85,3,-0.01,76,False
85,3,-0.01,76,False
77,0,-0.01,76,False
76,3,-0.01,67,False
76,0,-0.01,75,False
77,2,-0.01,78,False
74,0,-0.01,73,False
59,0,-100,58,True
61,2,-0.01,62,False
85,3,-0.01,76,False
78,0,-0.01,77,False
75,0,-0.01,74,False
76,3,-0.01,67,False
77,0,-0.01,76,False
66,1,-0.01,75,False
68,1,-0.01,77,False
78,2,-0.01,79,False
78,1,-100,87,True
80,2,-100,81,True
67,3,-100,58,True
85,3,-0.01,76,False
78,2,-0.01,79,False
77,2,-0.01,78,False
76,1,-100,85,True
55,3,-0.01,46,False
78,2,-0.01,79,False
85,3,-0.01,76,False
78,3,-0.01,69,False
76,3,-0.01,67,False
77,2,-0.01,78,False
67,0,-0.01,66,False
85,3,-0.01,76,False
76,2,-0.01,77,False
85,3,-0.01,76,False
77,2,-0.01,78,False
85,3,-0.01,76,False
76,3,-0.01,67,False
67,1,-0.01,76,False
78,3,-0.01,69,False
85,3,-0.01,76,False
85,3,-0.01,76,False
77,0,-0.01,76,False
65,0,-0.01,64,False
76,0,-0.01,75,False
76,0,-0.01,75,False
71,2,-100,72,True
76,2,-0.01,77,False
67,0,-0.01,66,False
76,2,-0.01,77,False
79,3,-0.01,70,False
78,2,-0.01,79,False
85,3,-0.01,76,False
67,2,-0.01,68,False
76,2,-0.01,77,False
76,3,-0.01,67,False
76,2,-0.01,77,False
77,0,-0.01,76,False
85,3,-0.01,76,False
76,0,-0.01,75,False
78,2,-0.01,79,False
85,3,-0.01,76,False
77,2,-0.01,78,False
70,0,-0.01,69,False
68,2,-0.01,69,False
80,0,-0.01,79,False
76,3,-0.01,67,False
73,1,-100,82,True
77,0,-0.01,76,False
76,3,-0.01,67,False
79,2,-0.01,80,False
77,2,-0.01,78,False
73,1,-100,82,True
71,0,-0.01,70,False
85,3,-0.01,76,False
77,2,-0.01,78,False
66,0,-0.01,65,False
76,2,-0.01,77,False
79,3,-0.01,70,False
76,0,-0.01,75,False
76,2,-0.01,77,False
75,0,-0.01,74,False
76,2,-0.01,77,False
76,2,-0.01,77,False
67,2,-0.01,68,False
79,2,-0.01,80,False
77,2,-0.01,78,False
75,0,-0.01,74,False
85,3,-0.01,76,False
76,0,-0.01,75,False
78,2,-0.01,79,False
77,2,-0.01,78,False
80,0,-0.01,79,False
78,2,-0.01,79,False
79,2,-0.01,80,False
67,2,-0.01,68,False
73,1,-100,82,True
76,0,-0.01,75,False
76,3,-0.01,67,False
78,0,-0.01,77,False
66,3,-0.01,57,False
76,3,-0.01,67,False
77,0,-0.01,76,False
75,0,-0.01,74,False
76,3,-0.01,67,False

"idx_epoch : 1, loss_pre : 179.08517456054688, loss_aft : 177.96548461914062, dif : -1.11968994140625"
74,0,-0.01,73,False
68,2,-0.01,69,False
77,0,-0.01,76,False
76,3,-0.01,67,False
85,3,-0.01,76,False
85,3,-0.01,76,False
76,0,-0.01,75,False
76,0,-0.01,75,False
76,2,-0.01,77,False
76,0,-0.01,75,False
85,3,-0.01,76,False
67,0,-0.01,66,False
75,2,-0.01,76,False
80,0,-0.01,79,False
61,2,-0.01,62,False
76,2,-0.01,77,False
65,0,-0.01,64,False
73,1,-100,82,True
76,3,-0.01,67,False
76,2,-0.01,77,False
59,2,-100,60,True
75,1,-100,84,True
85,3,-0.01,76,False
85,3,-0.01,76,False
66,3,-0.01,57,False
68,2,-0.01,69,False
77,2,-0.01,78,False
75,0,-0.01,74,False
67,3,-100,58,True
76,1,-100,85,True
72,0,-100,71,True
76,2,-0.01,77,False
74,2,-0.01,75,False
68,2,-0.01,69,False
65,3,-100,56,True
69,2,-0.01,70,False
76,0,-0.01,75,False
74,0,-0.01,73,False
77,1,-100,86,True
69,0,-0.01,68,False
66,3,-0.01,57,False
74,0,-0.01,73,False
79,0,-0.01,78,False
77,3,-0.01,68,False
68,2,-0.01,69,False
75,0,-0.01,74,False
80,1,-100,89,True
69,1,-0.01,78,False
68,2,-0.01,69,False
80,1,-100,89,True
80,2,-100,81,True
79,2,-0.01,80,False
77,2,-0.01,78,False
85,3,-0.01,76,False
66,1,-0.01,75,False
67,0,-0.01,66,False
65,3,-100,56,True
67,0,-0.01,66,False
70,0,-0.01,69,False
80,2,-100,81,True
85,3,-0.01,76,False
68,1,-0.01,77,False
68,0,-0.01,67,False
85,3,-0.01,76,False
85,3,-0.01,76,False
65,0,-0.01,64,False
73,3,-0.01,64,False
85,3,-0.01,76,False
76,3,-0.01,67,False
77,3,-0.01,68,False
85,3,-0.01,76,False
76,2,-0.01,77,False
76,0,-0.01,75,False
68,2,-0.01,69,False
85,3,-0.01,76,False
76,2,-0.01,77,False
76,2,-0.01,77,False
85,3,-0.01,76,False
77,3,-0.01,68,False
75,1,-100,84,True
76,3,-0.01,67,False
76,2,-0.01,77,False
76,2,-0.01,77,False
71,1,-0.01,80,False
85,3,-0.01,76,False
76,2,-0.01,77,False
77,1,-100,86,True
78,1,-100,87,True
80,0,-0.01,79,False
76,2,-0.01,77,False
68,2,-0.01,69,False
67,0,-0.01,66,False
68,0,-0.01,67,False
76,2,-0.01,77,False
67,1,-0.01,76,False
78,2,-0.01,79,False
74,3,-0.01,65,False
68,2,-0.01,69,False
85,3,-0.01,76,False
67,0,-0.01,66,False
68,2,-0.01,69,False
76,2,-0.01,77,False
71,2,-100,72,True
85,3,-0.01,76,False
80,3,-0.01,71,False
85,3,-0.01,76,False
85,3,-0.01,76,False
85,3,-0.01,76,False
85,3,-0.01,76,False
85,3,-0.01,76,False
79,2,-0.01,80,False
80,1,-100,89,True
74,0,-0.01,73,False
68,2,-0.01,69,False
76,2,-0.01,77,False
75,0,-0.01,74,False
75,2,-0.01,76,False
79,2,-0.01,80,False
85,3,-0.01,76,False
75,2,-0.01,76,False
76,0,-0.01,75,False
79,1,-100,88,True
77,3,-0.01,68,False
75,1,-100,84,True
69,1,-0.01,78,False
76,2,-0.01,77,False
65,2,-0.01,66,False
76,0,-0.01,75,False

"idx_epoch : 2, loss_pre : 236.02732849121094, loss_aft : 223.22882080078125, dif : -12.798507690429688"
78,0,-0.01,77,False
76,1,-100,85,True
75,1,-100,84,True
71,0,-0.01,70,False
67,3,-100,58,True
75,1,-100,84,True
75,2,-0.01,76,False
76,0,-0.01,75,False
67,0,-0.01,66,False
70,0,-0.01,69,False
68,3,-0.01,59,False
66,2,-0.01,67,False
68,1,-0.01,77,False
66,3,-0.01,57,False
75,3,-0.01,66,False
76,3,-0.01,67,False
77,2,-0.01,78,False
71,0,-0.01,70,False
77,2,-0.01,78,False
74,3,-0.01,65,False
77,2,-0.01,78,False
66,2,-0.01,67,False
63,1,-0.01,72,False
77,0,-0.01,76,False
71,0,-0.01,70,False
63,1,-0.01,72,False
76,1,-100,85,True
80,1,-100,89,True
85,3,-0.01,76,False
85,3,-0.01,76,False
75,1,-100,84,True
70,0,-0.01,69,False
76,3,-0.01,67,False
76,3,-0.01,67,False
75,1,-100,84,True
69,2,-0.01,70,False
75,2,-0.01,76,False
76,3,-0.01,67,False
78,2,-0.01,79,False
68,1,-0.01,77,False
76,1,-100,85,True
65,1,-0.01,74,False
85,3,-0.01,76,False
76,3,-0.01,67,False
75,1,-100,84,True
74,0,-0.01,73,False
85,3,-0.01,76,False
74,2,-0.01,75,False
77,2,-0.01,78,False
85,3,-0.01,76,False
77,2,-0.01,78,False
71,1,-0.01,80,False
85,3,-0.01,76,False
80,2,-100,81,True
76,2,-0.01,77,False
57,1,-0.01,66,False
76,3,-0.01,67,False
78,0,-0.01,77,False
78,2,-0.01,79,False
70,1,-0.01,79,False
79,3,-0.01,70,False
75,2,-0.01,76,False
85,3,-0.01,76,False
79,0,-0.01,78,False
85,3,-0.01,76,False
62,2,-100,63,True
65,3,-100,56,True
76,1,-100,85,True
85,3,-0.01,76,False
46,2,-100,47,True
76,3,-0.01,67,False
77,2,-0.01,78,False
76,0,-0.01,75,False
85,3,-0.01,76,False
76,0,-0.01,75,False
76,2,-0.01,77,False
85,3,-0.01,76,False
67,0,-0.01,66,False
75,1,-100,84,True
75,2,-0.01,76,False
66,1,-0.01,75,False
76,1,-100,85,True
68,0,-0.01,67,False
78,1,-100,87,True
85,3,-0.01,76,False
67,3,-100,58,True
79,2,-0.01,80,False
69,0,-0.01,68,False
75,2,-0.01,76,False
68,3,-0.01,59,False
75,2,-0.01,76,False
73,0,-0.01,72,False
76,0,-0.01,75,False
59,0,-100,58,True
75,0,-0.01,74,False
76,1,-100,85,True
75,0,-0.01,74,False
76,0,-0.01,75,False
76,2,-0.01,77,False
69,0,-0.01,68,False
76,2,-0.01,77,False
76,3,-0.01,67,False
85,3,-0.01,76,False
77,1,-100,86,True
77,1,-100,86,True
76,2,-0.01,77,False
65,2,-0.01,66,False
85,3,-0.01,76,False
80,2,-100,81,True
70,1,-0.01,79,False
76,0,-0.01,75,False
75,2,-0.01,76,False
67,3,-100,58,True
76,0,-0.01,75,False
85,3,-0.01,76,False
85,3,-0.01,76,False
79,3,-0.01,70,False
85,3,-0.01,76,False
78,2,-0.01,79,False
68,1,-0.01,77,False
77,0,-0.01,76,False
63,0,-100,62,True
66,2,-0.01,67,False
76,0,-0.01,75,False
76,2,-0.01,77,False
78,2,-0.01,79,False
75,0,-0.01,74,False
78,2,-0.01,79,False

"idx_epoch : 3, loss_pre : 116.5929183959961, loss_aft : 105.9319076538086, dif : -10.6610107421875"
78,2,-0.01,79,False
68,1,-0.01,77,False
77,1,-100,86,True
76,3,-0.01,67,False
76,2,-0.01,77,False
76,2,-0.01,77,False
59,2,-100,60,True
76,3,-0.01,67,False
76,3,-0.01,67,False
71,1,-0.01,80,False
79,0,-0.01,78,False
75,1,-100,84,True
65,1,-0.01,74,False
69,1,-0.01,78,False
75,2,-0.01,76,False
76,1,-100,85,True
66,2,-0.01,67,False
76,3,-0.01,67,False
77,1,-100,86,True
66,1,-0.01,75,False
76,2,-0.01,77,False
78,0,-0.01,77,False
66,1,-0.01,75,False
75,0,-0.01,74,False
76,2,-0.01,77,False
67,2,-0.01,68,False
78,3,-0.01,69,False
55,1,-0.01,64,False
76,3,-0.01,67,False
79,1,-100,88,True
76,3,-0.01,67,False
76,0,-0.01,75,False
77,1,-100,86,True
69,0,-0.01,68,False
75,2,-0.01,76,False
74,2,-0.01,75,False
76,2,-0.01,77,False
68,3,-0.01,59,False
79,1,-100,88,True
77,0,-0.01,76,False
76,2,-0.01,77,False
76,0,-0.01,75,False
67,1,-0.01,76,False
75,2,-0.01,76,False
76,2,-0.01,77,False
76,2,-0.01,77,False
76,1,-100,85,True
76,3,-0.01,67,False
79,0,-0.01,78,False
78,2,-0.01,79,False
78,2,-0.01,79,False
77,2,-0.01,78,False
64,1,-0.01,73,False
76,1,-100,85,True
85,3,-0.01,76,False
76,0,-0.01,75,False
79,2,-0.01,80,False
77,3,-0.01,68,False
66,0,-0.01,65,False
66,3,-0.01,57,False
66,1,-0.01,75,False
76,3,-0.01,67,False
85,3,-0.01,76,False
67,0,-0.01,66,False
79,0,-0.01,78,False
75,1,-100,84,True
76,0,-0.01,75,False
77,1,-100,86,True
85,3,-0.01,76,False
79,0,-0.01,78,False
78,2,-0.01,79,False
75,0,-0.01,74,False
68,2,-0.01,69,False
67,2,-0.01,68,False
74,0,-0.01,73,False
75,0,-0.01,74,False
66,1,-0.01,75,False
75,1,-100,84,True
85,3,-0.01,76,False
75,2,-0.01,76,False
76,2,-0.01,77,False
85,3,-0.01,76,False
74,3,-0.01,65,False
69,1,-0.01,78,False
69,2,-0.01,70,False
79,2,-0.01,80,False
76,2,-0.01,77,False
79,2,-0.01,80,False
72,0,-100,71,True
80,2,-100,81,True
75,0,-0.01,74,False
85,3,-0.01,76,False
77,0,-0.01,76,False
76,2,-0.01,77,False
79,1,-100,88,True
70,2,-0.01,71,False
76,0,-0.01,75,False
78,1,-100,87,True
85,3,-0.01,76,False
76,3,-0.01,67,False
77,0,-0.01,76,False
85,3,-0.01,76,False
76,1,-100,85,True
65,0,-0.01,64,False
73,0,-0.01,72,False
85,3,-0.01,76,False
69,1,-0.01,78,False
76,2,-0.01,77,False
78,2,-0.01,79,False
75,1,-100,84,True
85,3,-0.01,76,False
75,0,-0.01,74,False
77,2,-0.01,78,False
75,2,-0.01,76,False
73,0,-0.01,72,False
77,0,-0.01,76,False
76,3,-0.01,67,False
76,2,-0.01,77,False
76,0,-0.01,75,False
67,0,-0.01,66,False
75,0,-0.01,74,False
85,3,-0.01,76,False
85,3,-0.01,76,False
80,1,-100,89,True
85,3,-0.01,76,False
73,0,-0.01,72,False
68,1,-0.01,77,False
77,2,-0.01,78,False

"idx_epoch : 4, loss_pre : 236.54547119140625, loss_aft : 236.3089599609375, dif : -0.23651123046875"
57,3,-0.01,48,False
85,3,-0.01,76,False
70,1,-0.01,79,False
76,0,-0.01,75,False
70,0,-0.01,69,False
78,0,-0.01,77,False
75,2,-0.01,76,False
85,3,-0.01,76,False
78,0,-0.01,77,False
69,3,-100,60,True
74,1,-100,83,True
85,3,-0.01,76,False
46,2,-100,47,True
76,2,-0.01,77,False
80,2,-100,81,True
73,0,-0.01,72,False
