"idx_epoch : 0, loss_pre : 124.666015625, loss_aft : 121.81881713867188, dif : -2.847198486328125"
66,0,-0.01,65,False
76,1,-100,85,True
76,0,-0.01,75,False
76,3,-0.01,67,False
79,0,-0.01,78,False
79,2,-0.01,80,False
76,3,-0.01,67,False
79,3,-0.01,70,False
70,1,-0.01,79,False
77,1,-100,86,True
66,0,-0.01,65,False
65,0,-0.01,64,False
85,3,-0.01,76,False
78,3,-0.01,69,False
73,2,-0.01,74,False
66,1,-0.01,75,False
85,3,-0.01,76,False
85,3,-0.01,76,False
67,1,-0.01,76,False
69,1,-0.01,78,False
76,0,-0.01,75,False
66,1,-0.01,75,False
67,1,-0.01,76,False
78,2,-0.01,79,False
76,3,-0.01,67,False
78,3,-0.01,69,False
78,3,-0.01,69,False
67,3,-100,58,True
76,3,-0.01,67,False
85,3,-0.01,76,False
85,3,-0.01,76,False
74,2,-0.01,75,False
85,3,-0.01,76,False
75,2,-0.01,76,False
77,1,-100,86,True
76,0,-0.01,75,False
63,1,-0.01,72,False
78,3,-0.01,69,False
85,3,-0.01,76,False
85,3,-0.01,76,False
75,3,-0.01,66,False
76,2,-0.01,77,False
85,3,-0.01,76,False
75,0,-0.01,74,False
68,1,-0.01,77,False
76,0,-0.01,75,False
77,3,-0.01,68,False
66,3,-0.01,57,False
85,3,-0.01,76,False
76,0,-0.01,75,False
76,2,-0.01,77,False
85,3,-0.01,76,False
77,3,-0.01,68,False
77,0,-0.01,76,False
78,2,-0.01,79,False
76,0,-0.01,75,False
68,2,-0.01,69,False
85,3,-0.01,76,False
77,1,-100,86,True
73,3,-0.01,64,False
77,2,-0.01,78,False
75,3,-0.01,66,False
75,1,-100,84,True
85,3,-0.01,76,False
75,1,-100,84,True
76,1,-100,85,True
68,0,-0.01,67,False
68,1,-0.01,77,False
50,3,-0.01,41,False
76,3,-0.01,67,False
80,3,-0.01,71,False
76,3,-0.01,67,False
77,2,-0.01,78,False
85,3,-0.01,76,False
75,0,-0.01,74,False
64,2,-0.01,65,False
75,3,-0.01,66,False
75,1,-100,84,True
76,3,-0.01,67,False
63,0,-100,62,True
64,1,-0.01,73,False
69,3,-100,60,True
66,3,-0.01,57,False
77,2,-0.01,78,False
79,3,-0.01,70,False
65,1,-0.01,74,False
75,3,-0.01,66,False
67,0,-0.01,66,False
70,1,-0.01,79,False
75,2,-0.01,76,False
76,0,-0.01,75,False
72,0,-100,71,True
76,2,-0.01,77,False
76,0,-0.01,75,False
70,2,-0.01,71,False
76,1,-100,85,True
65,0,-0.01,64,False
74,3,-0.01,65,False
64,2,-0.01,65,False
28,3,-0.01,19,False
19,1,-0.01,28,False
65,1,-0.01,74,False
67,1,-0.01,76,False
74,0,-0.01,73,False
19,1,-0.01,28,False
65,0,-0.01,64,False
55,3,-0.01,46,False
64,3,-0.01,55,False
37,3,-0.01,28,False
75,0,-0.01,74,False
28,0,150,27,True
75,3,-0.01,66,False
65,1,-0.01,74,False
74,3,-0.01,65,False
46,3,-0.01,37,False
28,0,150,27,True
37,3,-0.01,28,False
75,3,-0.01,66,False
66,1,-0.01,75,False
66,1,-0.01,75,False
66,1,-0.01,75,False
64,3,-0.01,55,False
46,3,-0.01,37,False
65,1,-0.01,74,False
73,3,-0.01,64,False
75,3,-0.01,66,False
75,0,-0.01,74,False
55,3,-0.01,46,False

"idx_epoch : 1, loss_pre : 143.47607421875, loss_aft : 139.85354614257812, dif : -3.622528076171875"
57,0,-100,56,True
79,1,-100,88,True
71,1,-0.01,80,False
78,0,-0.01,77,False
76,1,-100,85,True
76,3,-0.01,67,False
67,0,-0.01,66,False
70,2,-0.01,71,False
68,2,-0.01,69,False
79,3,-0.01,70,False
79,3,-0.01,70,False
70,1,-0.01,79,False
78,2,-0.01,79,False
76,2,-0.01,77,False
67,0,-0.01,66,False
75,3,-0.01,66,False
79,2,-0.01,80,False
65,1,-0.01,74,False
76,0,-0.01,75,False
78,0,-0.01,77,False
68,0,-0.01,67,False
65,3,-100,56,True
66,2,-0.01,67,False
76,1,-100,85,True
75,3,-0.01,66,False
78,3,-0.01,69,False
66,2,-0.01,67,False
85,3,-0.01,76,False
85,3,-0.01,76,False
66,1,-0.01,75,False
75,0,-0.01,74,False
69,1,-0.01,78,False
77,1,-100,86,True
63,0,-100,62,True
64,1,-0.01,73,False
66,1,-0.01,75,False
76,0,-0.01,75,False
85,3,-0.01,76,False
77,2,-0.01,78,False
85,3,-0.01,76,False
75,2,-0.01,76,False
72,0,-100,71,True
74,0,-0.01,73,False
68,3,-0.01,59,False
67,1,-0.01,76,False
72,3,-0.01,63,False
65,1,-0.01,74,False
76,3,-0.01,67,False
66,1,-0.01,75,False
76,3,-0.01,67,False
80,2,-100,81,True
68,2,-0.01,69,False
85,3,-0.01,76,False
77,3,-0.01,68,False
59,0,-100,58,True
76,2,-0.01,77,False
75,3,-0.01,66,False
76,2,-0.01,77,False
57,2,-100,58,True
75,0,-0.01,74,False
77,3,-0.01,68,False
64,3,-0.01,55,False
76,1,-100,85,True
77,0,-0.01,76,False
78,1,-100,87,True
76,2,-0.01,77,False
65,1,-0.01,74,False
74,3,-0.01,65,False
76,3,-0.01,67,False
77,2,-0.01,78,False
85,3,-0.01,76,False
76,2,-0.01,77,False
76,1,-100,85,True
66,0,-0.01,65,False
77,2,-0.01,78,False
85,3,-0.01,76,False
67,2,-0.01,68,False
73,2,-0.01,74,False
76,2,-0.01,77,False
68,2,-0.01,69,False
85,3,-0.01,76,False
75,2,-0.01,76,False
19,1,-0.01,28,False
66,1,-0.01,75,False
65,1,-0.01,74,False
68,3,-0.01,59,False
76,3,-0.01,67,False
74,2,-0.01,75,False
67,2,-0.01,68,False
69,1,-0.01,78,False
76,3,-0.01,67,False
76,3,-0.01,67,False
76,1,-100,85,True
76,3,-0.01,67,False
55,1,-0.01,64,False
76,0,-0.01,75,False
75,3,-0.01,66,False
65,0,-0.01,64,False
19,1,-0.01,28,False
85,3,-0.01,76,False
74,3,-0.01,65,False
74,3,-0.01,65,False
66,1,-0.01,75,False
75,0,-0.01,74,False
76,3,-0.01,67,False
55,1,-0.01,64,False
75,0,-0.01,74,False
66,1,-0.01,75,False
64,3,-0.01,55,False
75,3,-0.01,66,False
85,3,-0.01,76,False
46,3,-0.01,37,False
46,3,-0.01,37,False
75,0,-0.01,74,False
65,1,-0.01,74,False
64,3,-0.01,55,False
65,1,-0.01,74,False
55,1,-0.01,64,False
74,0,-0.01,73,False
55,3,-0.01,46,False
66,1,-0.01,75,False
73,3,-0.01,64,False
28,0,150,27,True
67,0,-0.01,66,False
85,3,-0.01,76,False
65,1,-0.01,74,False
37,3,-0.01,28,False
64,3,-0.01,55,False

"idx_epoch : 2, loss_pre : 120.30986022949219, loss_aft : 119.37428283691406, dif : -0.935577392578125"
70,1,-0.01,79,False
77,3,-0.01,68,False
79,3,-0.01,70,False
85,3,-0.01,76,False
67,1,-0.01,76,False
77,2,-0.01,78,False
77,0,-0.01,76,False
75,0,-0.01,74,False
66,1,-0.01,75,False
59,3,-0.01,50,False
78,3,-0.01,69,False
76,0,-0.01,75,False
77,2,-0.01,78,False
66,1,-0.01,75,False
78,3,-0.01,69,False
76,0,-0.01,75,False
76,3,-0.01,67,False
77,0,-0.01,76,False
85,3,-0.01,76,False
76,0,-0.01,75,False
65,1,-0.01,74,False
75,0,-0.01,74,False
76,3,-0.01,67,False
66,1,-0.01,75,False
85,3,-0.01,76,False
76,3,-0.01,67,False
85,3,-0.01,76,False
76,2,-0.01,77,False
85,3,-0.01,76,False
76,3,-0.01,67,False
65,2,-0.01,66,False
75,0,-0.01,74,False
67,1,-0.01,76,False
85,3,-0.01,76,False
66,1,-0.01,75,False
67,1,-0.01,76,False
75,3,-0.01,66,False
73,0,-0.01,72,False
65,1,-0.01,74,False
77,2,-0.01,78,False
