"loss_pre : 1193.1673583984375, loss_aft : 153.23989868164062, dif : -1039.9274597167969"
2.904542,23.563873,0.92867017,7.051128
2.9430647,23.832111,1.0361048,6.5543833
2.5974138,21.054695,0.87624043,5.972301
2.5804994,20.93445,0.7913077,6.410888
2.4050121,19.43571,0.76653385,5.7179894
2.6861022,21.80755,0.8778029,6.3675737
3.0689194,24.871887,1.0083876,7.331585
2.2753034,18.532305,0.7148235,5.5475187
2.2219594,17.988752,0.730708,5.1223044
2.4723697,20.109753,0.72921145,6.3182826
2.6565487,21.588139,0.84435874,6.4834547
2.5895042,20.997242,0.9119294,5.6438847
2.609149,21.200106,0.79037935,6.528706
2.6025872,21.111814,0.7659285,6.684316
2.7041981,21.825378,0.9145115,6.1139107
2.6772294,21.69894,0.8570799,6.4223485
2.4482534,19.723665,0.8653954,5.354618
3.2945423,26.671043,1.1701542,7.353939
2.4455228,19.937918,0.73494065,6.120284
2.2934308,18.601498,0.6928232,5.743167
2.7558024,22.285149,0.9964705,5.8640532
-6.2700205,-49.823055,-2.3267968,-16.186617
2.2549798,18.269398,0.78533614,4.9104347
2.8788009,23.313622,1.0794154,5.875275
2.9652178,23.999338,1.0150614,6.673729
2.6686056,21.639824,0.90835196,6.0271926
3.0263004,24.515121,0.9558719,7.4732957
2.287739,18.602047,0.73255616,5.4357996
2.8269472,23.014566,0.9081342,6.849591
3.2440555,26.302048,1.183182,7.013192
-3.9181175,-33.148136,-0.8987497,-15.428932
2.9406505,23.79519,0.99672365,6.7802362
6.829085,53.447697,3.3953648,9.0933275
2.7048542,22.019352,0.8648717,6.4902654
2.4775646,20.090174,0.8795619,5.317458
2.8515356,23.152225,0.9672318,6.5953965
2.5422587,20.591516,0.8709553,5.6496954
2.9055462,23.528358,0.9542814,6.852739
3.2025263,25.995262,1.1211098,7.197777
0.83432996,8.031574,-0.8049656,9.117797
3.059527,24.760439,1.088685,6.7095823
-6.54595,-51.99762,-2.5192084,-16.148928
2.1485505,17.453766,0.65302587,5.2203074
2.4075565,19.569399,0.8053633,5.488312
2.125453,17.265213,0.6676682,5.1285896
2.459087,19.894363,0.8452239,5.4374847
-8.595882,-68.612366,-3.9589682,-16.859373
2.5665836,20.734337,0.86203456,5.8703456
-8.633484,-68.93945,-3.9852402,-16.883621
2.742463,22.113272,0.92933464,6.276241
-8.872544,-70.97442,-4.1554117,-17.096426
2.5582898,20.711903,0.91564137,5.59163
-9.01624,-72.33151,-4.226796,-17.091236
2.5685515,20.838848,0.86855805,5.833655
-8.120963,-64.21887,-3.5768893,-16.548088
-0.68484294,-4.6541953,-1.531742,6.548173
2.260755,18.35923,0.6198356,5.9898353
-8.320685,-66.00708,-3.7396328,-16.696047
2.6181865,21.235016,0.8496401,6.137942
-5.9924393,-47.582474,-2.1272895,-16.270462
2.120051,17.14174,0.64439404,5.2181416
-5.5521455,-44.71862,-1.9689679,-14.763973
-8.13358,-64.2498,-3.5769513,-16.536798
-8.529436,-67.85196,-3.9061863,-16.86444
2.8565006,24.560587,0.23815927,13.543382
-4.0356083,-33.923626,-0.964536,-15.466058
-0.81401616,-6.536192,-0.2259427,-2.0576181
-4.1600575,-34.94245,-1.0420465,-15.700998
-1.101032,-8.926747,-0.6247724,-0.9281584
-5.8164606,-46.32812,-2.0170937,-16.26442
4.019377,33.22316,0.9691721,14.400463
-8.158645,-64.58344,-3.6102288,-16.570072
-9.261953,-74.63786,-4.386203,-16.347982
-9.332043,-75.37428,-4.390994,-16.807436
-9.120262,-73.301575,-4.279433,-17.098705
-9.363062,-75.61949,-4.4140143,-16.715368
-9.451932,-76.41439,-4.4484034,-17.014254
-9.421139,-76.146065,-4.436211,-16.898542
-9.044149,-72.58276,-4.241619,-17.101768
-8.938257,-71.61158,-4.184548,-17.07709
-9.455926,-76.45077,-4.449505,-17.035511
2.4548154,19.932117,0.8358303,5.535102
2.3329663,18.875076,0.80387825,5.1079893
2.5713048,20.84062,0.89327204,5.6535907
2.3476286,18.946243,0.7434546,5.6068563
0.06915613,0.5071055,-0.009345979,0.25835726
2.610117,21.235222,0.8831258,5.90549
3.5497546,28.751661,1.2965806,7.698765
2.881892,23.251297,1.0508882,6.125027
2.8564327,23.12398,1.0515188,6.0210276
