"loss_pre : 413.42523193359375, loss_aft : 162.48915100097656, dif : -250.9360809326172"
5.8929963,13.98181,6.1528788,18.591629
5.747196,17.794197,5.9951377,14.900719
5.211353,14.793621,5.432056,14.411227
5.5558558,12.167784,5.8438525,18.044344
5.1306753,12.871616,5.395028,15.298597
5.506284,14.431513,5.747615,16.162321
6.1928496,15.239611,6.4913917,18.961378
4.7106304,11.392218,4.9057403,14.62257
4.6298437,12.925608,4.8487253,12.855001
5.3059664,10.416458,5.558015,18.286112
5.392874,12.564007,5.632964,17.060259
-5.630768,2.3394432,-5.487215,-38.251102
12.253328,55.931118,13.256316,20.403534
5.7237034,11.149169,6.0277095,19.937338
5.55451,15.880302,5.8322053,15.129105
5.562743,13.752447,5.82786,16.931402
4.882939,15.699728,5.1188946,11.916542
6.1552196,19.13966,6.386182,15.960052
5.165844,11.375224,5.372205,16.946987
4.914988,10.52198,5.152384,16.174877
-11.601342,-26.214848,-12.620352,-36.04095
-5.55628,2.6081605,-5.403993,-38.21468
4.323675,14.48601,4.4545574,10.208399
5.316586,21.18127,5.4489493,10.444799
5.9822855,17.892942,6.238732,16.07338
5.278241,15.917621,5.4824233,14.031073
6.2945027,13.784761,6.627632,20.668922
4.6525173,11.746798,4.8483405,13.79686
9.420535,78.02051,8.27632,-4.3869686
6.18195,21.397833,6.403482,14.513101
-5.6296277,2.331679,-5.484482,-38.26205
5.891775,16.379374,6.170631,16.621801
11.226032,89.79956,10.061807,-1.6801223
5.5089784,14.157604,5.7071285,16.671997
4.810709,17.122108,4.940775,10.953816
5.70366,16.192766,5.9465976,16.012789
5.1004095,15.963111,5.3024306,13.040755
5.611423,-3.0329788,5.5475307,37.581226
6.0919604,18.708645,6.3085294,16.080788
-11.56667,-91.42222,-10.448862,0.76785266
5.790739,18.667381,6.004913,14.502233
-9.373309,-11.908901,-9.716577,-40.06871
4.7233353,11.209769,4.942989,14.788107
5.0224285,15.095415,5.227284,13.34255
4.3847513,10.374514,4.581854,13.509991
4.831749,15.05144,5.0243196,12.246555
0.70715976,-21.287086,1.0636276,27.983532
5.3182263,14.973313,5.587098,14.742938
-11.609757,-27.660572,-12.680518,-35.198784
5.548831,15.468937,5.8288136,15.41288
-11.326244,-21.004639,-12.246508,-39.284378
5.03711,17.026033,5.2394433,12.006002
-12.061608,-45.373325,-13.38452,-25.47663
5.2603774,15.516467,5.4899487,14.19877
-11.204452,-19.904543,-12.089805,-39.781044
7.6105394,5.002691,7.6718397,39.4144
5.1597857,9.010965,5.422654,18.559282
-11.415198,-22.379166,-12.35542,-38.411118
5.3537393,14.35283,5.56966,15.617839
-11.216793,-19.950314,-12.104805,-39.786293
4.602886,9.9918,4.8556,14.64307
-0.3485873,-27.240322,0.22905603,25.477583
-11.127934,-19.55081,-11.986345,-39.814255
-11.26881,-20.195744,-12.173161,-39.75982
0.34397942,-23.57765,0.45881382,27.53715
-6.1304264,0.4926989,-6.04092,-38.532784
-2.0860481,-7.0813723,-2.1043334,-4.9228735
-10.83948,-18.229607,-11.594408,-39.92972
-3.3359199,-5.223492,-3.528176,-12.043689
-5.250621,3.7499838,-5.066016,-38.033436
4.1142855,-8.993191,4.099094,34.997562
-12.013871,-38.22701,-13.332442,-28.867525
-11.971485,-92.40707,-11.003882,-0.53550196
-3.3740711,-45.473305,-1.7485808,18.222647
-11.969612,-91.59808,-10.998307,-0.9034243
-11.881525,-93.219536,-10.782023,0.11778569
-11.875249,-93.30101,-10.77167,0.18546855
-11.878834,-93.22179,-10.777232,0.13109493
-11.899213,-93.06646,-10.825311,-0.011368394
-11.808634,-93.08608,-10.67624,0.37048674
-12.042,-90.87503,-11.210588,-1.4210713
4.73657,14.482459,4.891914,12.303962
4.608946,14.917354,4.7744856,11.2376795
5.006098,16.092943,5.1867614,12.392835
5.0012345,12.238688,5.268495,15.084111
-7.592084,-48.799423,-7.29422,-3.531757
5.121162,15.539366,5.2810907,13.695249
6.6583424,22.255173,6.909491,16.305206
5.4637256,19.14804,5.6775794,12.499889
5.2772126,19.572573,5.430897,11.330211
