"idx_epoch : 0, loss_pre : 124.14529418945312, loss_aft : 127.79119873046875, dif : 3.645904541015625"
66,0,-0.01,65,False
85,3,-0.01,76,False
76,3,-0.01,67,False
57,2,-100,58,True
85,3,-0.01,76,False
66,0,-0.01,65,False
65,2,-0.01,66,False
66,2,-0.01,67,False
11,0,-0.01,10,False
75,3,-0.01,66,False
64,3,-0.01,55,False
75,3,-0.01,66,False
76,3,-0.01,67,False
85,3,-0.01,76,False
57,3,-0.01,48,False
37,3,-0.01,28,False
76,3,-0.01,67,False
75,3,-0.01,66,False
77,3,-0.01,68,False
85,3,-0.01,76,False
76,1,-100,85,True
67,1,-0.01,76,False
76,3,-0.01,67,False
30,2,-100,31,True
74,3,-0.01,65,False
39,3,-0.01,30,False
77,3,-0.01,68,False
55,3,-0.01,46,False
67,1,-0.01,76,False
66,3,-0.01,57,False
74,3,-0.01,65,False
75,3,-0.01,66,False
69,1,-0.01,78,False
67,3,-100,58,True
85,3,-0.01,76,False
67,0,-0.01,66,False
37,3,-0.01,28,False
46,3,-0.01,37,False
85,3,-0.01,76,False
48,3,-0.01,39,False
67,1,-0.01,76,False
76,3,-0.01,67,False
20,2,-0.01,21,False
57,3,-0.01,48,False
46,3,-0.01,37,False
66,0,-0.01,65,False
76,1,-100,85,True
65,0,-0.01,64,False
74,3,-0.01,65,False
76,3,-0.01,67,False
68,3,-0.01,59,False
67,1,-0.01,76,False
67,0,-0.01,66,False
85,3,-0.01,76,False
37,1,-0.01,46,False
20,3,-0.01,11,False
57,3,-0.01,48,False
68,1,-0.01,77,False
74,3,-0.01,65,False
66,2,-0.01,67,False
74,3,-0.01,65,False
76,2,-0.01,77,False
66,3,-0.01,57,False
66,1,-0.01,75,False
67,0,-0.01,66,False
65,1,-0.01,74,False
65,1,-0.01,74,False
85,3,-0.01,76,False
85,3,-0.01,76,False
76,3,-0.01,67,False
66,0,-0.01,65,False
85,3,-0.01,76,False
67,0,-0.01,66,False
30,2,-100,31,True
75,3,-0.01,66,False
30,0,-100,29,True
66,1,-0.01,75,False
76,3,-0.01,67,False
67,1,-0.01,76,False
64,3,-0.01,55,False
37,2,-100,38,True
66,2,-0.01,67,False
85,3,-0.01,76,False
48,3,-0.01,39,False
66,2,-0.01,67,False
76,3,-0.01,67,False
85,3,-0.01,76,False
68,3,-0.01,59,False
66,3,-0.01,57,False
67,0,-0.01,66,False
66,1,-0.01,75,False
76,2,-0.01,77,False
76,3,-0.01,67,False
66,2,-0.01,67,False
67,1,-0.01,76,False
68,0,-0.01,67,False
65,0,-0.01,64,False
37,1,-0.01,46,False
55,3,-0.01,46,False
46,3,-0.01,37,False
85,3,-0.01,76,False
75,3,-0.01,66,False
66,0,-0.01,65,False
66,1,-0.01,75,False
75,3,-0.01,66,False
75,0,-0.01,74,False
66,0,-0.01,65,False
55,3,-0.01,46,False
66,1,-0.01,75,False
67,0,-0.01,66,False
67,0,-0.01,66,False
76,3,-0.01,67,False
37,3,-0.01,28,False
75,3,-0.01,66,False
66,1,-0.01,75,False
37,3,-0.01,28,False
28,0,150,27,True
28,0,150,27,True
68,0,-0.01,67,False
66,1,-0.01,75,False
46,3,-0.01,37,False
76,3,-0.01,67,False
64,2,-0.01,65,False
75,3,-0.01,66,False
85,3,-0.01,76,False
65,0,-0.01,64,False
73,0,-0.01,72,False
66,1,-0.01,75,False

"idx_epoch : 1, loss_pre : 97.23307800292969, loss_aft : 109.72517395019531, dif : 12.492095947265625"
76,3,-0.01,67,False
66,0,-0.01,65,False
66,0,-0.01,65,False
74,1,-100,83,True
75,1,-100,84,True
46,0,-100,45,True
75,3,-0.01,66,False
85,3,-0.01,76,False
64,2,-0.01,65,False
75,3,-0.01,66,False
75,3,-0.01,66,False
77,3,-0.01,68,False
67,1,-0.01,76,False
85,3,-0.01,76,False
85,3,-0.01,76,False
66,1,-0.01,75,False
28,1,-0.01,37,False
76,3,-0.01,67,False
76,3,-0.01,67,False
76,2,-0.01,77,False
68,1,-0.01,77,False
67,0,-0.01,66,False
85,3,-0.01,76,False
85,3,-0.01,76,False
39,2,-100,40,True
65,0,-0.01,64,False
76,0,-0.01,75,False
28,1,-0.01,37,False
39,3,-0.01,30,False
74,3,-0.01,65,False
75,3,-0.01,66,False
75,3,-0.01,66,False
77,3,-0.01,68,False
11,0,-0.01,10,False
28,1,-0.01,37,False
30,2,-100,31,True
67,0,-0.01,66,False
66,2,-0.01,67,False
46,3,-0.01,37,False
66,0,-0.01,65,False
39,3,-0.01,30,False
55,3,-0.01,46,False
57,3,-0.01,48,False
76,3,-0.01,67,False
85,3,-0.01,76,False
30,2,-100,31,True
75,2,-0.01,76,False
46,0,-100,45,True
66,0,-0.01,65,False
37,3,-0.01,28,False
76,3,-0.01,67,False
37,3,-0.01,28,False
67,2,-0.01,68,False
65,1,-0.01,74,False
68,0,-0.01,67,False
65,1,-0.01,74,False
28,1,-0.01,37,False
66,1,-0.01,75,False
66,3,-0.01,57,False
67,1,-0.01,76,False
66,1,-0.01,75,False
67,0,-0.01,66,False
11,0,-0.01,10,False
76,3,-0.01,67,False
75,1,-100,84,True
65,1,-0.01,74,False
30,2,-100,31,True
67,0,-0.01,66,False
65,0,-0.01,64,False
10,2,-0.01,11,False
66,1,-0.01,75,False
75,3,-0.01,66,False
28,1,-0.01,37,False
57,3,-0.01,48,False
76,3,-0.01,67,False
67,0,-0.01,66,False
66,3,-0.01,57,False
57,3,-0.01,48,False
30,2,-100,31,True
65,2,-0.01,66,False
67,0,-0.01,66,False
66,2,-0.01,67,False
76,3,-0.01,67,False
75,3,-0.01,66,False
85,3,-0.01,76,False
66,0,-0.01,65,False
66,0,-0.01,65,False
30,0,-100,29,True
85,3,-0.01,76,False
66,1,-0.01,75,False
85,3,-0.01,76,False
66,1,-0.01,75,False
46,1,-0.01,55,False
66,3,-0.01,57,False
67,0,-0.01,66,False
48,3,-0.01,39,False
74,3,-0.01,65,False
75,0,-0.01,74,False
66,1,-0.01,75,False
75,3,-0.01,66,False
64,3,-0.01,55,False
75,3,-0.01,66,False
66,1,-0.01,75,False
55,3,-0.01,46,False
55,3,-0.01,46,False
