"loss_pre : 785.1011352539062, loss_aft : 112.0360107421875, dif : -673.0651245117188"
12.965125,33.71865,11.936982,20.460033
16.24222,36.99499,11.820154,15.6601305
13.648972,31.89853,10.696473,15.651371
11.205075,29.412354,10.912818,20.354053
12.077949,29.29057,10.185275,17.19397
14.205945,31.3471,11.301033,17.985481
14.611173,35.44011,12.7591915,20.362309
10.09195,26.651894,9.484128,16.464195
11.604615,27.688347,9.057663,14.740954
40.393803,12.371874,4.0118346,-35.06683
-32.3606,-94.586525,-12.6442585,-4.190575
39.374443,10.936525,3.7002022,-34.94939
32.21631,94.51614,13.385666,5.1115007
8.992656,28.264536,10.457045,23.255854
15.07619,34.17618,11.148522,16.563898
13.154059,31.381817,11.027551,18.86782
14.28409,32.049046,10.430814,12.660742
18.527826,39.716328,13.049793,16.35806
11.207209,28.014036,10.052266,19.413773
-32.1036,-93.501236,-13.485125,-5.525116
-28.72512,-62.074177,-26.803383,-30.382988
17.922546,-4.7662983,-1.216589,-56.383183
15.485709,28.551226,9.045102,11.094917
20.305569,38.13799,10.448442,10.837365
16.579771,37.23401,11.707156,17.295874
15.595224,32.80229,10.545761,15.399434
12.89156,33.69421,12.550688,22.990332
11.277722,28.17509,9.570363,15.256214
52.1838,25.26098,6.524952,-19.811155
20.180182,40.944168,12.612279,14.841656
18.96865,-3.8480449,-0.70573664,-55.861935
15.629123,35.507984,12.055288,18.16182
30.410637,0.87649393,1.8858937,-44.645046
13.753763,31.86271,10.8461,18.686451
16.337278,32.61373,9.568038,11.885106
14.587639,34.382988,11.563545,17.349638
15.695537,32.066452,9.88681,14.34918
-49.32803,-21.089699,-5.5754237,20.87792
18.317293,38.52084,12.467127,16.781137
-36.550426,-81.86304,-11.184685,-0.25206757
17.788706,38.281246,11.964492,15.240393
-0.47348857,-23.650846,-12.23874,-53.244823
9.708908,26.601603,8.6268425,17.3624
14.120991,30.564205,9.836251,15.074832
9.487188,25.610235,8.9765,15.005295
14.77906,30.970772,9.717444,13.26859
-54.93249,-28.507853,-7.168058,16.656403
13.070059,32.01404,10.560274,16.377384
-30.234728,-69.31513,-25.146324,-24.245235
14.649748,33.555565,11.464731,16.710026
-28.258612,-60.070248,-27.183443,-32.112736
15.197498,32.52228,10.486951,13.014324
-31.394848,-82.30682,-19.547466,-14.263317
14.469135,31.698141,10.200689,15.860038
-29.145527,-63.86239,-26.469591,-28.840658
-55.087383,-29.238186,-7.1322117,16.387075
8.070338,24.497053,9.471606,21.818174
-54.455513,-27.949123,-7.0707316,17.260143
13.492881,31.755766,10.445113,17.424223
-28.471876,-60.952885,-27.025476,-31.355694
9.237042,25.00647,9.387524,16.339571
-53.195988,-26.239452,-6.7479353,18.34299
-26.735823,-58.68443,-26.180082,-32.251152
-28.323973,-60.322094,-27.14305,-31.901125
-51.514786,-32.800453,-7.3045807,15.505821
17.873741,-6.0434256,-0.64161545,-57.77597
-13.416258,1.5604128,3.9548583,21.367352
9.6946335,-12.150221,-5.981865,-59.398735
4.8908806,-12.924438,-7.212609,-34.028137
16.950912,-6.8006144,-1.2231015,-58.01607
-25.601166,3.3668954,-0.4930224,48.80512
-28.692074,-61.904167,-26.844648,-30.531786
-33.084385,-92.25905,-12.147423,-3.2256024
-40.073452,-73.77726,-10.391231,2.2003796
-34.399006,-87.56918,-11.638782,-2.0281916
-32.636932,-94.08343,-12.354571,-3.6744757
-33.009186,-92.6254,-12.190058,-3.311181
-32.226997,-95.65583,-12.56494,-4.1065125
-34.02187,-88.75811,-11.761059,-2.3471305
-46.00709,-59.80406,-8.947651,6.638684
-28.734974,-62.08069,-26.81412,-30.37891
14.322168,30.765602,10.002717,12.9877405
14.95548,30.110334,9.335045,12.193571
15.727169,32.654446,10.216695,13.437279
10.892221,28.485329,9.921151,17.092089
-34.623917,-79.69556,-13.801702,-5.393834
15.267632,32.038383,9.973584,15.341249
20.399723,43.43405,13.325286,16.288393
17.336422,37.080673,11.22506,13.083901
18.685902,36.556564,10.998057,11.619369
