"loss_pre : 0.8752486705780029, loss_aft : 0.41761520504951477, dif : -0.45763346552848816"
0.30393514,-0.42259982,0.31282905,0.236749
0.1833106,-0.23748633,0.07142241,0.28280097
0.37368593,-0.2811484,0.074403495,0.17083305
0.28314075,-0.24127017,-0.00044363132,0.23180297
0.26436618,-0.47772926,0.10293974,0.043413308
0.27268076,-0.3707509,0.28072092,0.15086627
0.1832636,-0.26047578,0.09367308,0.17659192
0.1390519,-0.25470454,0.081997834,0.20109765
0.51276714,-0.55598754,0.21290703,0.067114025
-10.5529375,0.120003924,-1.234857,-0.7753078
0.23592064,-0.15907088,-0.2758139,-8.697779
2.1541543,1.558981,0.94659036,-1.5567207
1.097627,1.4841886,1.8961352,-7.2227073
0.39397377,0.17327443,1.8139443,-8.856397
1.2752496,0.761908,1.8699023,-5.300799
2.8023326,3.6842635,-0.032426808,-5.6459856
1.2036892,2.1800594,1.5908657,-6.1475825
-3.4310427,-6.0430155,-7.742138,-1.6715044
0.34683213,-0.5228441,0.20618078,0.13069741
-8.108917,1.7400478,-7.5666385,1.9043422
2.9471078,-11.174744,1.4059147,0.18923116
3.2961454,0.12968718,1.2471002,-0.7194199
2.5395272,-10.956287,1.0187544,1.9950907
1.6759802,3.772331,4.630554,-0.05547279
-0.18005499,-11.022612,1.1417122,-0.5140439
-1.3164666,-0.9084507,-10.194635,4.231311
0.2064294,-0.26845518,0.07267497,0.18971096
0.3299043,-0.3819394,0.056117255,0.12020848
4.030442,-0.22924322,-3.7952747,-4.9142227
0.09796156,-0.37568668,-0.01826852,0.14611307
-9.236441,1.5109514,-10.508486,1.8799809
0.27171057,-0.3470101,0.026767226,0.2769304
-9.975968,0.7909327,-10.136883,1.933079
0.15639994,-0.37712684,0.08375375,0.31790707
-0.31942537,-2.058496,0.36594826,2.313777
0.29256734,-0.42950875,0.047268406,0.18699183
0.35266647,-0.48550138,0.043303765,0.11178037
-9.6927595,-1.6446531,-6.3824654,0.84391797
0.26791137,-0.41018105,0.010515029,0.119558595
-8.306122,2.0666885,-9.536803,3.2199316
0.29120034,-0.2642925,0.27186036,0.17545271
-10.638398,0.44469386,-10.880078,1.9014039
0.4317283,-0.47776085,0.29740512,0.2806135
-9.810621,0.7898772,-10.757755,3.399652
0.16663358,-0.2913384,0.0062125353,0.09130445
0.23107614,-0.44012892,0.23627639,0.056889888
-10.011271,1.2491918,-8.763716,1.6711633
0.5175423,-0.29744494,0.2992116,0.17303589
-9.924842,1.9898684,-10.258465,2.0448627
0.29885918,-0.38677275,0.11327565,0.24298242
-10.717391,1.3825723,-10.675534,1.8444532
0.16449335,-0.4558223,0.049663574,0.19009061
-8.572174,1.7832378,-8.548524,1.5074425
0.24050802,-0.3369401,0.0027690371,0.14086309
-3.8034463,2.8524659,0.7162477,-6.3315797
-2.5914593,-2.5835161,-11.825956,2.9294364
0.2784902,-0.32102945,0.22119114,0.11474681
-9.74458,1.8644506,-10.596792,2.532135
0.38443196,-0.4490736,0.29166508,0.14716198
-11.540761,0.7321032,-9.118547,1.1451215
0.17854548,-0.39763963,0.018368311,0.10390796
-11.533372,1.7681195,-1.8295022,-0.025140733
3.047382,-0.12348086,-10.37179,-2.4964397
-10.776235,2.651383,-5.6368613,0.3374949
4.118247,4.239529,2.1295104,2.3702953
1.3426867,1.6308049,1.5756197,-9.168795
1.0072306,0.948315,-0.009006012,2.4550066
2.019773,1.4254358,1.6069677,-8.745294
2.445832,-0.22149226,2.1718428,-0.7288336
1.1123737,1.5918298,1.4862088,-7.684265
2.497523,4.3922,1.4239457,1.9827714
0.22019197,0.11405443,-10.430066,1.995445
-6.9953036,-3.9990058,-0.17180073,0.71775365
3.955522,-9.168093,-0.42566943,1.9387826
1.9199272,-12.459671,-0.52914196,1.667584
0.03459566,-9.734562,-0.37993526,0.56210643
1.8464262,-9.830664,0.4677195,0.011820894
2.5874941,-9.823012,1.3607686,2.0708272
-0.107308485,-10.8814335,1.1522503,0.72825134
1.6312639,-9.591047,-0.4615886,0.87111324
1.963207,-9.257831,-10.155819,2.876445
0.30590323,-0.30289063,0.15831847,0.08359411
0.28182417,-0.43290183,0.013919068,0.15023065
0.3527058,-0.5855941,0.003015704,0.17665876
0.2236704,-0.3319486,0.09671387,0.15388414
1.6933532,-3.0845847,2.194622,1.9220173
0.2750181,-0.42739883,0.05979434,0.18607223
0.38824946,-0.4341861,0.20004368,0.04926472
0.20776719,-0.18973601,0.13744703,0.0661711
0.39900392,-0.48076707,-0.004257296,0.20638242
