"idx_epoch : 0, loss_pre : 0.017721211537718773, loss_aft : 0.01860019564628601, dif : 0.0008789841085672379"
61,1,0,70,False
61,1,0,70,False
52,1,0,61,False
15,2,0,16,False
61,1,0,70,False
61,1,0,70,False
61,1,0,70,False
70,3,0,61,False
68,2,0,69,False
70,3,0,61,False
79,2,0,80,False
70,3,0,61,False
61,3,0,52,False
61,1,0,70,False
61,0,-10,60,True
62,0,0,61,False
16,2,0,17,False
61,1,0,70,False
79,2,0,80,False
61,2,0,62,False
17,0,0,16,False
16,2,0,17,False
61,1,0,70,False
85,3,0,76,False
61,1,0,70,False
70,3,0,61,False
61,2,0,62,False
70,3,0,61,False
61,1,0,70,False
61,1,0,70,False
70,3,0,61,False
16,2,0,17,False
70,3,0,61,False
70,3,0,61,False
85,3,0,76,False
61,1,0,70,False
85,3,0,76,False
85,3,0,76,False
16,2,0,17,False
61,1,0,70,False
70,3,0,61,False
61,1,0,70,False
70,3,0,61,False
43,3,0,34,False
16,3,-10,7,True
61,1,0,70,False
78,3,0,69,False
70,3,0,61,False
61,1,0,70,False
70,3,0,61,False
61,1,0,70,False
70,3,0,61,False
61,1,0,70,False
70,3,0,61,False
16,2,0,17,False
70,3,0,61,False
61,2,0,62,False
70,3,0,61,False
71,0,0,70,False
69,2,0,70,False
70,3,0,61,False
70,2,0,71,False
70,3,0,61,False
70,3,0,61,False
61,1,0,70,False
70,3,0,61,False
61,1,0,70,False
70,3,0,61,False
69,2,0,70,False
69,2,0,70,False
61,1,0,70,False
70,3,0,61,False
17,0,0,16,False
61,1,0,70,False
61,1,0,70,False
77,2,0,78,False
70,3,0,61,False
61,1,0,70,False
34,3,0,25,False
70,2,0,71,False
70,3,0,61,False
57,3,0,48,False
78,3,0,69,False
79,3,0,70,False
70,3,0,61,False
61,1,0,70,False
61,1,0,70,False
30,3,0,21,False
16,2,0,17,False
70,3,0,61,False
61,1,0,70,False
16,1,0,25,False
16,2,0,17,False
70,3,0,61,False
61,1,0,70,False
85,3,0,76,False
70,3,0,61,False
70,0,0,69,False
25,3,0,16,False
21,1,0,30,False
70,3,0,61,False
61,1,0,70,False
70,3,0,61,False
61,1,0,70,False
70,0,0,69,False
70,3,0,61,False
70,3,0,61,False
76,2,0,77,False
61,1,0,70,False
61,0,-10,60,True
61,1,0,70,False
25,3,0,16,False
70,3,0,61,False
61,0,-10,60,True
70,3,0,61,False
43,3,0,34,False
69,2,0,70,False
85,3,0,76,False
77,2,0,78,False
69,2,0,70,False
16,2,0,17,False
61,1,0,70,False
78,3,0,69,False
70,1,0,79,False
61,1,0,70,False
16,2,0,17,False
61,3,0,52,False
70,3,0,61,False

"idx_epoch : 1, loss_pre : 0.018788568675518036, loss_aft : 0.019035734236240387, dif : 0.0002471655607223511"
70,3,0,61,False
61,1,0,70,False
17,0,0,16,False
61,1,0,70,False
52,3,0,43,False
61,1,0,70,False
16,2,0,17,False
16,2,0,17,False
16,2,0,17,False
76,2,0,77,False
61,1,0,70,False
34,2,-10,35,True
78,3,0,69,False
61,1,0,70,False
70,0,0,69,False
70,3,0,61,False
17,0,0,16,False
80,0,0,79,False
80,0,0,79,False
80,0,0,79,False
70,1,0,79,False
70,3,0,61,False
70,3,0,61,False
70,3,0,61,False
69,2,0,70,False
16,0,0,15,False
85,3,0,76,False
70,3,0,61,False
70,3,0,61,False
61,1,0,70,False
79,3,0,70,False
16,2,0,17,False
70,3,0,61,False
16,2,0,17,False
70,3,0,61,False
61,3,0,52,False
43,3,0,34,False
76,2,0,77,False
61,1,0,70,False
70,3,0,61,False
69,2,0,70,False
70,3,0,61,False
61,1,0,70,False
16,2,0,17,False
61,1,0,70,False
79,2,0,80,False
85,3,0,76,False
80,0,0,79,False
16,1,0,25,False
16,2,0,17,False
70,3,0,61,False
61,1,0,70,False
17,0,0,16,False
61,1,0,70,False
16,2,0,17,False
61,1,0,70,False
70,3,0,61,False
70,3,0,61,False
70,3,0,61,False
61,1,0,70,False
79,2,0,80,False
70,3,0,61,False
61,1,0,70,False
70,3,0,61,False
70,3,0,61,False
78,3,0,69,False
61,1,0,70,False
70,3,0,61,False
70,3,0,61,False
61,1,0,70,False
61,1,0,70,False
76,2,0,77,False
70,3,0,61,False
70,3,0,61,False
17,0,0,16,False
61,1,0,70,False
16,2,0,17,False
70,2,0,71,False
61,1,0,70,False
61,1,0,70,False
61,1,0,70,False
61,1,0,70,False
70,3,0,61,False
61,3,0,52,False
70,3,0,61,False
61,1,0,70,False
52,3,0,43,False
61,1,0,70,False
61,1,0,70,False
17,0,0,16,False
70,0,0,69,False
85,3,0,76,False
70,3,0,61,False
16,2,0,17,False
61,1,0,70,False
70,3,0,61,False
70,3,0,61,False
16,1,0,25,False
69,2,0,70,False
17,0,0,16,False
69,2,0,70,False
79,3,0,70,False
61,1,0,70,False
61,2,0,62,False
16,2,0,17,False
85,3,0,76,False
61,1,0,70,False
61,1,0,70,False
70,3,0,61,False
61,1,0,70,False
17,2,-10,18,True
79,2,0,80,False
15,2,0,16,False
17,0,0,16,False
17,0,0,16,False
25,1,0,34,False
61,1,0,70,False
16,2,0,17,False
43,3,0,34,False
70,0,0,69,False
70,3,0,61,False
70,3,0,61,False
17,0,0,16,False
61,1,0,70,False
79,2,0,80,False
16,2,0,17,False
70,3,0,61,False
25,3,0,16,False

"idx_epoch : 2, loss_pre : 0.014166619628667831, loss_aft : 0.011980356648564339, dif : -0.0021862629801034927"
76,2,0,77,False
57,3,0,48,False
70,3,0,61,False
77,1,-10,86,True
61,1,0,70,False
52,3,0,43,False
70,3,0,61,False
70,3,0,61,False
25,3,0,16,False
70,3,0,61,False
70,3,0,61,False
70,3,0,61,False
70,2,0,71,False
70,3,0,61,False
16,0,0,15,False
70,3,0,61,False
61,1,0,70,False
85,3,0,76,False
61,1,0,70,False
69,2,0,70,False
76,2,0,77,False
70,3,0,61,False
34,3,0,25,False
61,0,-10,60,True
61,1,0,70,False
17,0,0,16,False
61,1,0,70,False
61,1,0,70,False
70,3,0,61,False
70,3,0,61,False
61,1,0,70,False
52,3,0,43,False
85,3,0,76,False
17,0,0,16,False
61,1,0,70,False
70,1,0,79,False
61,1,0,70,False
68,1,0,77,False
61,1,0,70,False
62,0,0,61,False
61,1,0,70,False
70,3,0,61,False
70,1,0,79,False
17,0,0,16,False
69,2,0,70,False
61,1,0,70,False
70,3,0,61,False
70,3,0,61,False
70,3,0,61,False
61,1,0,70,False
17,0,0,16,False
70,3,0,61,False
61,1,0,70,False
43,3,0,34,False
70,3,0,61,False
61,1,0,70,False
70,1,0,79,False
70,3,0,61,False
25,3,0,16,False
70,3,0,61,False
61,1,0,70,False
16,2,0,17,False
61,1,0,70,False
76,2,0,77,False
43,3,0,34,False
70,3,0,61,False
61,1,0,70,False
70,3,0,61,False
61,1,0,70,False
80,0,0,79,False
70,3,0,61,False
76,2,0,77,False
70,3,0,61,False
70,3,0,61,False
69,2,0,70,False
69,2,0,70,False
61,1,0,70,False
61,1,0,70,False
17,0,0,16,False
61,1,0,70,False
61,1,0,70,False
16,2,0,17,False
61,1,0,70,False
70,3,0,61,False
69,2,0,70,False
17,0,0,16,False
17,0,0,16,False
16,2,0,17,False
70,3,0,61,False
70,3,0,61,False
79,2,0,80,False
61,1,0,70,False
61,1,0,70,False
16,3,-10,7,True
76,2,0,77,False
70,0,0,69,False
70,3,0,61,False
61,1,0,70,False
61,1,0,70,False
79,2,0,80,False
70,3,0,61,False
80,0,0,79,False
21,1,0,30,False
61,1,0,70,False
61,1,0,70,False
70,3,0,61,False
76,2,0,77,False
70,3,0,61,False
39,3,0,30,False
70,1,0,79,False
16,1,0,25,False
61,1,0,70,False
25,3,0,16,False
70,3,0,61,False
17,0,0,16,False
70,3,0,61,False
70,3,0,61,False
80,2,-10,81,True
61,1,0,70,False
61,1,0,70,False
70,3,0,61,False
61,1,0,70,False
61,1,0,70,False
70,3,0,61,False
61,3,0,52,False
15,2,0,16,False
52,3,0,43,False
34,3,0,25,False

"idx_epoch : 3, loss_pre : 0.05289984494447708, loss_aft : 0.04085899889469147, dif : -0.012040846049785614"
17,0,0,16,False
61,1,0,70,False
70,0,0,69,False
61,1,0,70,False
70,0,0,69,False
70,3,0,61,False
70,3,0,61,False
70,3,0,61,False
77,2,0,78,False
16,2,0,17,False
69,2,0,70,False
80,0,0,79,False
70,3,0,61,False
76,2,0,77,False
43,3,0,34,False
70,3,0,61,False
76,2,0,77,False
61,1,0,70,False
85,3,0,76,False
21,2,0,22,False
16,2,0,17,False
17,0,0,16,False
70,3,0,61,False
77,3,0,68,False
77,2,0,78,False
34,3,0,25,False
70,3,0,61,False
76,2,0,77,False
61,1,0,70,False
70,3,0,61,False
80,0,0,79,False
16,2,0,17,False
70,3,0,61,False
70,3,0,61,False
61,2,0,62,False
70,3,0,61,False
70,3,0,61,False
17,0,0,16,False
76,2,0,77,False
80,1,-10,89,True
76,2,0,77,False
61,1,0,70,False
61,1,0,70,False
70,3,0,61,False
16,2,0,17,False
61,0,-10,60,True
80,0,0,79,False
70,3,0,61,False
79,2,0,80,False
61,1,0,70,False
61,1,0,70,False
61,1,0,70,False
69,2,0,70,False
70,3,0,61,False
70,3,0,61,False
70,3,0,61,False
61,1,0,70,False
34,3,0,25,False
61,1,0,70,False
61,1,0,70,False
61,1,0,70,False
70,3,0,61,False
61,3,0,52,False
16,2,0,17,False
70,3,0,61,False
70,3,0,61,False
17,3,-10,8,True
61,1,0,70,False
61,1,0,70,False
70,3,0,61,False
61,1,0,70,False
70,3,0,61,False
70,3,0,61,False
70,3,0,61,False
