"idx_epoch : 0, loss_pre : 1.267543911933899, loss_aft : 0.9644116163253784, dif : -0.3031322956085205"
79,0,0,78,False
79,2,0,80,False
78,2,0,79,False
71,3,0,62,False
77,2,0,78,False
55,3,0,46,False
78,0,0,77,False
78,2,0,79,False
71,3,0,62,False
78,2,0,79,False
71,3,0,62,False
78,2,0,79,False
85,3,0,76,False
78,2,0,79,False
79,0,0,78,False
76,0,0,75,False
71,3,0,62,False
79,0,0,78,False
85,3,0,76,False
68,1,0,77,False
71,0,0,70,False
78,2,0,79,False
69,1,0,78,False
79,0,0,78,False
16,3,-10,7,True
71,3,0,62,False
78,2,0,79,False
70,3,0,61,False
75,3,0,66,False
77,2,0,78,False
76,2,0,77,False
76,2,0,77,False
69,1,0,78,False
85,3,0,76,False
78,2,0,79,False
78,2,0,79,False
66,3,0,57,False
73,0,0,72,False
70,2,0,71,False
85,3,0,76,False
78,2,0,79,False
77,2,0,78,False
80,3,0,71,False
79,0,0,78,False
78,2,0,79,False
68,2,0,69,False
78,1,-10,87,True
71,3,0,62,False
78,1,-10,87,True
65,2,0,66,False
77,2,0,78,False
71,0,0,70,False
79,0,0,78,False
78,3,0,69,False
77,0,0,76,False
79,0,0,78,False
85,3,0,76,False
78,2,0,79,False
70,2,0,71,False
68,1,0,77,False
71,1,0,80,False
78,1,-10,87,True
59,1,0,68,False
77,2,0,78,False
77,3,0,68,False
78,2,0,79,False
71,0,0,70,False
80,3,0,71,False
85,3,0,76,False
78,1,-10,87,True
79,3,0,70,False
79,1,-10,88,True
79,0,0,78,False
79,2,0,80,False
77,2,0,78,False
76,2,0,77,False
71,1,0,80,False
76,2,0,77,False
79,0,0,78,False
85,3,0,76,False
78,2,0,79,False
71,1,0,80,False
76,2,0,77,False
80,3,0,71,False
79,3,0,70,False
79,0,0,78,False
76,2,0,77,False
71,3,0,62,False
62,1,0,71,False
79,0,0,78,False
85,3,0,76,False
71,0,0,70,False
80,0,0,79,False
77,2,0,78,False
78,2,0,79,False
70,2,0,71,False
76,2,0,77,False
69,1,0,78,False
78,2,0,79,False
79,0,0,78,False
76,3,0,67,False
69,3,-10,60,True
71,1,0,80,False
