"loss_pre : 4.915651321411133, loss_aft : 4.915651321411133, dif : 0.0"
-0.3900313,-0.109100506,-0.6233364,0.11597858
-0.29189128,-0.13236566,-0.7181854,-0.009042487
-0.21339199,-0.22995082,-0.5460618,0.17281479
-0.4737463,-0.1345067,-0.4963576,0.019636665
-0.32609406,-0.074101396,-0.5538565,0.11002398
-0.45580545,-0.074182525,-0.59541374,0.12154973
-0.39772522,-0.1558595,-0.79973,0.05150963
-0.32137358,-0.21934342,-0.75856817,0.016750038
-0.30114958,-0.11987241,-0.4642891,0.10556548
-0.27181777,-0.0168742,-0.7120162,0.0417048
-0.36874703,-0.16208756,-0.66603255,0.17185652
-0.24626614,-0.18359306,-0.5328176,0.062105034
-0.19830999,13.112586,-3.3041701,-2.0012476
-2.340148,1.8948576,0.56526375,-9.789701
0.6647462,-1.6352528,1.8518825,-9.676428
-1.2506229,-1.0398023,0.7877692,-9.616369
-1.726818,2.9177382,6.87463,-1.4199233
2.0464425,-7.9502296,2.9785242,-5.4964576
-0.42558903,-0.071661755,-0.8078475,0.06538877
-0.47352478,0.07759976,-0.64110684,0.07829454
-0.27915648,-0.028881762,-0.70385915,-0.014271766
0.41948944,10.88144,-3.3301492,-3.3150022
0.120895356,3.152137,-4.694835,-5.722165
-0.2743623,0.83272916,-1.8892255,1.8318574
-1.0469208,-9.014196,3.4646559,1.182404
0.8808242,0.7402652,-10.72425,1.9883548
-0.35273784,-0.08351004,-0.760066,0.09874309
-0.3711773,-0.082308315,-0.57032883,0.1364334
1.0794114,-1.3192418,-10.664776,-0.84563696
-0.26961222,0.02588791,-0.6690148,-0.020091897
1.2457863,-3.8023973,-2.0149488,10.984374
-0.19689585,-0.02203994,-0.5393791,0.002442223
-6.0301256,-0.28545833,-7.7336187,4.2402825
-0.5726567,-0.07913476,-0.74815094,0.27003437
0.355722,-1.6935513,-10.290035,2.9684615
-0.3027558,-0.076735765,-0.51525295,0.021481588
-0.46695548,-0.18603314,-0.56354547,0.12069707
-11.906835,2.2494678,-4.0106773,0.23769146
-0.4633144,-0.26860473,-0.6746239,0.2550034
-6.769487,0.07607293,-10.689136,1.3590951
-0.3293936,-0.0895607,-0.5509213,-0.021929309
-7.2360964,0.24329534,-10.5686865,0.037191585
-0.36966106,0.095669374,-0.7661537,0.11831604
-5.888479,-0.63606876,-8.735427,3.7176328
-0.3417171,-0.09622311,-0.603177,-0.12724859
-0.5062852,0.02828651,-0.6583073,0.107825935
-5.8902264,1.1351243,-9.899648,-1.1537186
-0.32344216,-0.048174154,-0.66555846,0.07611745
-5.596693,-1.0741439,-10.897452,2.3880682
-0.25913277,-0.11556958,-0.7413401,0.10804608
-3.9081857,0.18517274,-10.443591,1.9113286
-0.26811346,-0.120834544,-0.81941766,-0.048235305
-1.2322881,0.0255557,-11.901632,1.8803667
-0.3286096,-0.07009346,-0.73162293,0.08052003
-7.276625,1.8556284,-2.328043,-8.820052
0.19635677,1.0257274,-9.920584,2.1954513
-0.16343708,-0.27360693,-0.5336997,0.19781037
-4.700396,1.0042863,-11.717867,-0.44607818
-0.34890252,0.008555153,-0.7122799,0.16164559
-5.683464,0.8803429,-10.939229,0.41267526
-0.30736476,-0.167279,-0.60114026,0.10439435
-11.279898,1.272638,-0.03885919,2.65732
0.5031752,3.8315217,-9.790894,-10.16113
-8.792797,0.5890329,0.5613986,-0.19210093
-2.3274179,1.0968493,0.2386907,3.080011
0.30321425,0.6865873,0.8301947,-10.179898
1.0420469,0.9308986,0.8323016,1.1062876
0.0985455,0.8390007,0.76549053,-10.110763
1.0866997,1.5456994,1.6476246,0.49638927
1.1080871,1.3980484,0.94175303,-10.317468
3.4455755,4.243669,3.9646192,0.99477524
0.2359727,1.5406747,-9.869193,0.2894879
-6.2080827,-8.05823,-0.031645365,1.2465876
0.9777906,-10.084152,0.78987765,0.6263686
0.9840779,-9.651475,1.0870669,1.1575961
0.48943794,-9.270261,0.81881446,1.0187002
0.62580943,-9.740313,1.4943621,0.886288
0.4340936,-10.126443,1.4832239,0.7989661
1.4029152,-10.126987,3.974743,1.7242982
1.3861041,-9.9907255,1.35242,1.1044012
4.0251565,-10.084605,-9.845527,3.8770642
-0.33277372,-0.027397424,-0.43445784,-0.020927543
-0.5425378,-0.014004813,-0.63581556,-0.057818454
-0.3770545,-0.07487923,-0.5165617,0.12018394
-0.40151295,-0.07506961,-0.56451124,0.17389648
0.9090924,0.806004,1.7643075,0.8557904
-0.43899953,-0.10840587,-0.6228556,0.17110789
-0.26376313,-0.01910572,-0.56827503,0.1433915
-0.42824838,-0.11540487,-0.56846523,0.06757702
-0.3715499,-0.08357581,-0.54943585,0.06072489
