"loss_pre : 16.782062530517578, loss_aft : 16.782062530517578, dif : 0.0"
0.09687544,0.108488336,0.101255774,0.12356958
0.1196141,0.106273614,0.096771576,0.103621505
0.097133696,0.09735526,0.097215384,0.10571101
0.10461114,0.11101551,0.11173227,0.1155407
0.093355365,0.09994732,0.092852876,0.11193807
0.093226105,0.11083307,0.10475785,0.11996018
0.121313505,0.12517835,0.114187546,0.12849277
0.111081,0.11320786,0.10119289,0.121554315
0.08551121,0.083656125,0.076901466,0.10100068
0.09959085,0.11309858,0.09419518,0.114884645
0.10903339,0.1247393,0.10983986,0.12346778
0.08951402,0.088136494,0.08668363,0.105210595
0.10887661,0.10766203,0.114518926,0.11870335
0.13429958,0.12924698,0.11294141,0.13180384
0.11438899,0.09815732,0.100561395,0.10785937
0.117195114,0.12693864,0.1016342,0.124776706
0.096905574,0.10799538,0.09467956,0.117356986
0.10855359,0.11136496,0.10201045,0.1184567
0.10954183,0.12140704,0.10532161,0.114405446
0.10136028,0.11309235,0.096007526,0.12040499
0.09159885,0.10472712,0.088270575,0.11045591
0.09099888,0.096848935,0.08296107,0.099542335
0.11743287,0.11371582,0.10948503,0.120277725
0.09974917,0.11694156,0.10120818,0.11289866
0.11266534,0.10547734,0.102292046,0.118600085
0.116954625,0.116671644,0.11734952,0.11609953
0.11332874,0.10949424,0.09604415,0.110814564
0.09195387,0.10320603,0.09827889,0.10796808
0.08897595,0.10081907,0.087650195,0.09547401
0.102941886,0.113760136,0.10458761,0.10507148
0.10900359,0.12535036,0.10814899,0.12508616
0.08371039,0.08724434,0.07533329,0.087101705
0.11599849,0.12022384,0.11210446,0.12843692
0.11876925,0.13309292,0.11707384,0.1451399
0.10847972,0.10971727,0.09235272,0.113786645
0.09788671,0.1097621,0.09952462,0.107625976
0.115539394,0.124000445,0.11174366,0.12693104
0.10625101,0.11793014,0.09958302,0.1228122
0.11444796,0.12078389,0.111643195,0.13770916
0.11554908,0.09200092,0.1036375,0.101727135
0.10207452,0.1065582,0.099509515,0.11364638
0.08235132,0.088519424,0.08493753,0.09220984
0.12437176,0.13320209,0.11020625,0.12938467
0.10664718,0.11933509,0.11159776,0.13179821
0.0937105,0.10141958,0.08662946,0.09974059
0.1256771,0.13439614,0.122110724,0.13295619
0.09690713,0.10121858,0.08716704,0.10575791
0.10016084,0.10666356,0.08976858,0.110675134
0.078666836,0.110936806,0.09682993,0.119278446
0.11036642,0.119788885,0.106088415,0.123157926
0.10110644,0.0965108,0.08638341,0.09515169
0.111502394,0.11829527,0.100900955,0.11527682
0.10946705,0.104346596,0.09519426,0.112462156
0.101199664,0.11079058,0.08923983,0.11716268
0.100863524,0.10549898,0.08023907,0.110574216
0.09209513,0.107754625,0.08626321,0.11033461
0.09010506,0.08018802,0.07891146,0.09937244
0.10269067,0.0991981,0.089070156,0.115590036
0.11131077,0.1176486,0.10260142,0.12475605
0.1243818,0.13752401,0.11899389,0.13672435
0.09613353,0.09086808,0.09382561,0.100863986
0.10744055,0.09761357,0.085929364,0.11064632
0.10876805,0.10380659,0.09489048,0.105969556
0.08920744,0.09032176,0.08783334,0.09450797
0.09097066,0.09383404,0.08599061,0.10781626
0.09313662,0.09256501,0.08801748,0.09351234
0.08956244,0.10433893,0.08045912,0.09880135
0.11124079,0.120318055,0.1036303,0.1260509
0.084028065,0.09113272,0.08449838,0.1010894
0.11182513,0.1164466,0.102593556,0.12702836
0.1075223,0.12005715,0.11310133,0.12734337
0.10400264,0.11467942,0.10800614,0.11671232
0.094538756,0.09069289,0.09461265,0.09940943
0.07786639,0.08943699,0.07773041,0.097284436
0.103367746,0.09953046,0.09998592,0.10331277
0.109262526,0.09574917,0.09440343,0.11316661
0.11848672,0.13561054,0.11930065,0.13010597
0.10860261,0.11853203,0.10249746,0.116869025
0.10438688,0.1050748,0.092859976,0.12355327
0.09663935,0.10479954,0.09310895,0.120696776
0.09263533,0.09616551,0.08712693,0.11317845
0.086854026,0.09034403,0.075475454,0.09851043
0.100214034,0.10953941,0.089267276,0.12008689
0.10542825,0.11738652,0.1111322,0.11568733
0.10020956,0.11569584,0.1084154,0.115193255
0.119125195,0.12058631,0.11805635,0.13088621
0.10601707,0.111763224,0.106109254,0.11112204
0.09301632,0.105083644,0.09612855,0.106862664
0.092742056,0.09869628,0.09391679,0.10967685
0.10104363,0.10389308,0.093659006,0.11242868
