"idx_epoch : 0, loss_pre : 0.15471279621124268, loss_aft : 0.18016450107097626, dif : 0.02545170485973358"
67,2,0,68,False
66,2,0,67,False
67,0,0,66,False
67,0,0,66,False
76,3,0,67,False
67,0,0,66,False
77,2,0,78,False
67,0,0,66,False
76,2,0,77,False
76,2,0,77,False
85,3,0,76,False
74,3,0,65,False
72,1,-10,81,True
74,1,-10,83,True
74,0,0,73,False
68,0,0,67,False
76,1,-10,85,True
76,1,-10,85,True
76,3,0,67,False
67,0,0,66,False
70,2,0,71,False
67,2,0,68,False
79,0,0,78,False
75,0,0,74,False
67,0,0,66,False
68,3,0,59,False
76,0,0,75,False
67,0,0,66,False
67,2,0,68,False
74,1,-10,83,True
85,3,0,76,False
76,3,0,67,False
85,3,0,76,False
85,3,0,76,False
85,3,0,76,False
85,3,0,76,False
67,2,0,68,False
75,0,0,74,False
76,1,-10,85,True
85,3,0,76,False
74,1,-10,83,True
75,2,0,76,False
76,3,0,67,False
75,3,0,66,False
76,3,0,67,False
77,3,0,68,False
76,2,0,77,False
76,3,0,67,False
59,1,0,68,False
85,3,0,76,False
65,2,0,66,False
76,3,0,67,False
76,3,0,67,False
66,2,0,67,False
76,3,0,67,False
76,3,0,67,False
76,1,-10,85,True
85,3,0,76,False
85,3,0,76,False
68,1,0,77,False
85,3,0,76,False
67,0,0,66,False
77,1,-10,86,True
76,2,0,77,False
67,2,0,68,False
67,0,0,66,False
85,3,0,76,False
76,0,0,75,False
74,2,0,75,False
68,0,0,67,False
75,1,-10,84,True
67,0,0,66,False
74,3,0,65,False
77,1,-10,86,True
70,3,0,61,False
85,3,0,76,False
75,2,0,76,False
66,2,0,67,False
72,1,-10,81,True
66,1,0,75,False
67,1,0,76,False
67,1,0,76,False
76,1,-10,85,True
76,2,0,77,False
67,3,-10,58,True
61,2,0,62,False
85,3,0,76,False
64,0,0,63,False
68,0,0,67,False
67,3,-10,58,True
66,1,0,75,False
85,3,0,76,False
75,1,-10,84,True
74,0,0,73,False
74,3,0,65,False
76,3,0,67,False
70,3,0,61,False
73,3,0,64,False
76,0,0,75,False
66,1,0,75,False
68,0,0,67,False
76,1,-10,85,True
68,0,0,67,False
77,2,0,78,False
76,0,0,75,False
66,0,0,65,False
61,1,0,70,False
85,3,0,76,False
67,3,-10,58,True
75,0,0,74,False
77,3,0,68,False
68,1,0,77,False
79,0,0,78,False
85,3,0,76,False
76,1,-10,85,True
67,0,0,66,False
85,3,0,76,False
50,3,0,41,False
85,3,0,76,False
76,2,0,77,False
68,0,0,67,False
57,1,0,66,False
75,0,0,74,False
43,3,0,34,False
75,3,0,66,False
67,2,0,68,False
67,0,0,66,False
66,2,0,67,False

"idx_epoch : 1, loss_pre : 0.28963398933410645, loss_aft : 0.2908383011817932, dif : 0.0012043118476867676"
85,3,0,76,False
76,3,0,67,False
66,3,0,57,False
85,3,0,76,False
64,3,0,55,False
72,3,0,63,False
66,2,0,67,False
80,0,0,79,False
66,2,0,67,False
59,0,-10,58,True
85,3,0,76,False
77,2,0,78,False
76,3,0,67,False
67,0,0,66,False
66,0,0,65,False
67,2,0,68,False
76,2,0,77,False
67,3,-10,58,True
76,2,0,77,False
76,0,0,75,False
79,3,0,70,False
85,3,0,76,False
67,0,0,66,False
73,2,0,74,False
78,2,0,79,False
76,0,0,75,False
79,0,0,78,False
66,2,0,67,False
67,2,0,68,False
76,3,0,67,False
66,2,0,67,False
68,0,0,67,False
70,3,0,61,False
67,2,0,68,False
67,3,-10,58,True
67,3,-10,58,True
62,1,0,71,False
66,0,0,65,False
76,1,-10,85,True
67,1,0,76,False
66,0,0,65,False
76,0,0,75,False
76,1,-10,85,True
68,2,0,69,False
70,3,0,61,False
76,2,0,77,False
68,0,0,67,False
67,0,0,66,False
85,3,0,76,False
71,3,0,62,False
67,0,0,66,False
77,2,0,78,False
85,3,0,76,False
68,0,0,67,False
67,3,-10,58,True
76,3,0,67,False
76,3,0,67,False
73,0,0,72,False
52,3,0,43,False
76,3,0,67,False
85,3,0,76,False
70,3,0,61,False
75,0,0,74,False
67,0,0,66,False
74,2,0,75,False
66,2,0,67,False
76,1,-10,85,True
76,1,-10,85,True
76,3,0,67,False
85,3,0,76,False
75,0,0,74,False
68,2,0,69,False
85,3,0,76,False
61,1,0,70,False
67,2,0,68,False
61,1,0,70,False
76,3,0,67,False
67,1,0,76,False
59,3,0,50,False
54,3,-10,45,True
66,1,0,75,False
85,3,0,76,False
76,2,0,77,False
69,1,0,78,False
57,1,0,66,False
85,3,0,76,False
16,1,0,25,False
68,0,0,67,False
85,3,0,76,False
67,1,0,76,False
67,0,0,66,False
54,3,-10,45,True
67,2,0,68,False
68,3,0,59,False
76,3,0,67,False
76,1,-10,85,True
70,1,0,79,False
76,2,0,77,False
77,1,-10,86,True
76,3,0,67,False
66,2,0,67,False
73,0,0,72,False
76,1,-10,85,True
69,1,0,78,False
66,0,0,65,False
66,1,0,75,False
76,3,0,67,False
66,2,0,67,False
76,3,0,67,False
66,0,0,65,False
76,2,0,77,False
67,2,0,68,False
68,0,0,67,False
66,2,0,67,False
48,2,-10,49,True
68,0,0,67,False
67,0,0,66,False
66,2,0,67,False
76,3,0,67,False
76,1,-10,85,True
76,0,0,75,False
67,3,-10,58,True
67,2,0,68,False
68,0,0,67,False
75,3,0,66,False
66,0,0,65,False
76,2,0,77,False
85,3,0,76,False

"idx_epoch : 2, loss_pre : 0.14799270033836365, loss_aft : 0.12430834025144577, dif : -0.023684360086917877"
76,2,0,77,False
66,2,0,67,False
68,0,0,67,False
66,2,0,67,False
66,2,0,67,False
67,0,0,66,False
76,1,-10,85,True
66,1,0,75,False
66,2,0,67,False
70,3,0,61,False
32,3,0,23,False
76,3,0,67,False
80,0,0,79,False
76,1,-10,85,True
85,3,0,76,False
76,0,0,75,False
67,1,0,76,False
76,1,-10,85,True
85,3,0,76,False
78,2,0,79,False
76,2,0,77,False
