"loss_pre : 2.386770486831665, loss_aft : 0.011518821120262146, dif : -2.375251665711403"
-0.4842925,0.0027253386,-0.67823774,0.35205933
-0.393694,-0.101424746,-0.7653367,0.18969668
-0.33613414,-0.18698329,-0.52869755,0.3195287
-0.5520927,-0.027675664,-0.4764941,0.2552995
-0.3797145,0.016168108,-0.5776311,0.3412846
-0.5611709,0.05069442,-0.5451688,0.33804217
-0.5889861,-0.023646122,-0.84135777,0.2729819
-0.45253766,-0.16617331,-0.77649415,0.187189
-0.33204916,-0.08189683,-0.4199197,0.3549854
-0.36990035,0.01044056,-0.69816965,0.18929185
-0.5901686,-0.060462087,-0.8001961,0.3327601
-0.27217093,-0.114139535,-0.59246516,0.27475458
-0.119151056,11.507006,-1.8919239,-2.5440114
9.762953,0.23427819,3.952341,-7.7886434
1.665147,-0.017207712,2.9847217,-9.529962
1.7120569,2.514725,2.1528304,-9.286112
6.5236845,3.7392666,6.421942,-10.182005
3.381109,-7.822946,-10.739013,-8.951257
-0.5486595,0.008590458,-0.7939496,0.28143945
-0.5664293,0.11238819,-0.57289237,0.27442518
-0.31456208,0.004310143,-0.6326719,0.22193488
0.643036,9.382041,5.640753,-2.5480328
3.0789142,-12.637537,2.3301802,-0.59845996
-0.3826234,1.0766944,-1.2504593,4.2540293
-0.20273384,-8.333174,2.297037,1.7085041
-0.42299137,1.8818821,-10.782311,2.8345017
-0.49897298,-0.060859576,-0.6544666,0.27715015
-0.46674114,0.035837878,-0.56711626,0.27376366
9.669208,-0.010865059,-4.6078463,-1.3021456
-0.26140758,0.070611976,-0.6111338,0.19910344
-10.218456,5.2700477,-9.0385475,9.507976
-0.3868671,0.020485291,-0.5601191,0.12758665
-8.407736,0.96843797,-7.871666,3.3137903
-0.76523846,0.06990028,-0.74929535,0.4776207
-9.945294,-0.40306753,-11.767813,5.2185326
-0.44434193,-0.0042821383,-0.5594892,0.21731873
-0.61479574,-0.11301541,-0.59259313,0.2748733
-8.272819,2.8294525,-2.9779634,-0.9646566
-0.5681111,-0.16372259,-0.66906345,0.51412505
-10.523195,2.900241,-8.825564,8.915771
-0.50591534,-0.044816934,-0.635374,0.10525421
-10.836755,1.1227536,-9.501951,3.1513875
-0.60056823,0.11864231,-0.79889673,0.24455409
-9.804746,3.0290751,-10.550899,0.17374179
-0.39757946,-0.07386583,-0.64623594,0.058378242
-0.6228077,0.12586789,-0.7198448,0.32222533
-9.209585,2.1056252,-7.4477487,2.7837613
-0.42617133,0.0021193083,-0.67601234,0.21407498
-9.517732,0.61332023,-9.066313,9.285783
-0.38574782,0.002489822,-0.6858466,0.34599784
-10.032477,1.6729689,-11.724512,3.2992487
-0.4207869,-0.0031755208,-0.8473078,0.1517417
-10.182786,3.7922628,-9.8042755,2.1563847
-0.5696178,0.056575052,-0.8097724,0.13883106
-2.118699,2.4319558,1.5547743,-10.108038
0.13953617,2.19071,-10.7457485,2.2501822
-0.34478828,-0.16808733,-0.5974022,0.3506196
-10.655402,1.265701,-10.783104,3.4183419
-0.56724954,0.041089244,-0.7419248,0.29138336
-10.091012,2.5951755,-10.142102,0.96861804
-0.40589288,-0.06464212,-0.5601192,0.25521052
-9.8536625,2.0950484,2.7434604,2.8554451
3.9093676,2.2551854,-9.43015,-9.931159
-8.706792,-0.21975783,1.6726699,1.8689601
1.1916043,3.9675467,4.8127227,2.6599588
2.0461953,1.4161416,0.005760193,-10.208047
3.6016023,1.5015221,1.4869118,2.1343482
2.1436884,1.4931419,2.573218,-10.030788
1.290931,3.446351,3.8539171,2.136721
2.7058873,1.2913948,2.4456558,-10.185095
3.8480744,3.7657185,3.5939748,3.911463
1.6503822,1.5298989,-10.429346,2.6608245
-7.4225726,-5.4903984,-0.9777472,2.7471588
0.15696284,-9.843933,0.29881185,2.3499885
1.7119317,-9.258689,1.4421389,3.3157988
1.3022498,-9.103905,1.3499966,1.485094
1.2633346,-10.055918,3.622316,1.3842268
0.916998,-10.191095,1.1527863,2.672871
3.498157,-10.166259,3.6191869,3.965842
0.8202604,-10.237529,1.4766371,2.318693
3.078803,-9.39612,-10.142491,3.09194
-0.38782844,-0.019229129,-0.33200672,0.16874044
-0.65155256,0.026428005,-0.6517653,0.10650051
-0.4632333,-0.03535909,-0.48690265,0.33615765
-0.52471447,0.0472529,-0.6379178,0.37130713
-0.31473643,-0.89751923,2.2116091,1.0983067
-0.59190464,-0.059058674,-0.57310605,0.3713223
-0.38114798,0.06406015,-0.5185272,0.30683985
-0.56311774,-0.0067822775,-0.6912654,0.1913417
-0.44216573,-0.07677136,-0.5311278,0.323008
