"idx_epoch : 0, loss_pre : 0.09455990791320801, loss_aft : 0.11309751123189926, dif : 0.018537603318691254"
78,0,0,77,False
61,1,0,70,False
80,0,0,79,False
77,2,0,78,False
78,0,0,77,False
68,2,0,69,False
68,1,0,77,False
61,1,0,70,False
77,3,0,68,False
70,3,0,61,False
50,2,-10,51,True
77,3,0,68,False
70,3,0,61,False
68,0,0,67,False
78,0,0,77,False
77,3,0,68,False
72,3,0,63,False
77,2,0,78,False
66,3,0,57,False
71,0,0,70,False
16,2,0,17,False
85,3,0,76,False
77,2,0,78,False
70,3,0,61,False
69,3,-10,60,True
80,2,-10,81,True
70,3,0,61,False
77,2,0,78,False
78,0,0,77,False
77,2,0,78,False
77,2,0,78,False
80,0,0,79,False
79,2,0,80,False
77,2,0,78,False
78,0,0,77,False
69,0,0,68,False
61,1,0,70,False
69,0,0,68,False
77,3,0,68,False
59,1,0,68,False
61,1,0,70,False
39,3,0,30,False
78,0,0,77,False
59,2,-10,60,True
70,3,0,61,False
70,3,0,61,False
70,3,0,61,False
69,2,0,70,False
77,3,0,68,False
76,2,0,77,False
61,1,0,70,False
68,1,0,77,False
68,3,0,59,False
76,3,0,67,False
66,2,0,67,False
61,1,0,70,False
76,2,0,77,False
78,0,0,77,False
70,3,0,61,False
25,3,0,16,False
76,0,0,75,False
70,3,0,61,False
70,3,0,61,False
17,0,0,16,False
85,3,0,76,False
77,3,0,68,False
61,1,0,70,False
77,2,0,78,False
77,3,0,68,False
78,0,0,77,False
77,3,0,68,False
61,1,0,70,False
77,2,0,78,False
68,1,0,77,False
30,3,0,21,False
67,2,0,68,False
77,2,0,78,False
78,3,0,69,False
77,3,0,68,False
80,0,0,79,False
68,3,0,59,False
78,0,0,77,False
61,2,0,62,False
78,3,0,69,False
77,3,0,68,False
68,1,0,77,False
74,0,0,73,False
68,1,0,77,False
77,2,0,78,False
76,2,0,77,False
77,0,0,76,False
80,0,0,79,False
50,1,0,59,False
76,3,0,67,False
77,1,-10,86,True
70,3,0,61,False
77,3,0,68,False
78,0,0,77,False
76,2,0,77,False
77,2,0,78,False
70,3,0,61,False
61,1,0,70,False
76,2,0,77,False
68,1,0,77,False
61,1,0,70,False
77,2,0,78,False
76,2,0,77,False
68,1,0,77,False
57,3,0,48,False
70,3,0,61,False
61,1,0,70,False
77,2,0,78,False
68,1,0,77,False
76,3,0,67,False
79,2,0,80,False
79,2,0,80,False
70,3,0,61,False
70,3,0,61,False
77,2,0,78,False
77,2,0,78,False
61,1,0,70,False
70,3,0,61,False
68,1,0,77,False
85,3,0,76,False
76,2,0,77,False
76,1,-10,85,True
78,0,0,77,False
61,3,0,52,False

"idx_epoch : 1, loss_pre : 0.05890033021569252, loss_aft : 0.07160258293151855, dif : 0.012702252715826035"
69,1,0,78,False
69,2,0,70,False
77,1,-10,86,True
70,3,0,61,False
68,1,0,77,False
70,3,0,61,False
64,3,0,55,False
85,3,0,76,False
76,0,0,75,False
68,0,0,67,False
59,0,-10,58,True
68,3,0,59,False
68,1,0,77,False
61,1,0,70,False
85,3,0,76,False
79,0,0,78,False
61,1,0,70,False
76,3,0,67,False
68,1,0,77,False
34,3,0,25,False
