"idx_epoch : 0, loss_pre : 0.09926712512969971, loss_aft : 0.09745784103870392, dif : -0.0018092840909957886"
78,3,0,69,False
77,2,0,78,False
67,3,-10,58,True
68,2,0,69,False
77,2,0,78,False
78,0,0,77,False
78,0,0,77,False
78,3,0,69,False
67,1,0,76,False
61,1,0,70,False
69,0,0,68,False
17,0,0,16,False
79,2,0,80,False
77,2,0,78,False
77,2,0,78,False
77,2,0,78,False
77,2,0,78,False
78,0,0,77,False
70,2,0,71,False
80,0,0,79,False
70,3,0,61,False
77,3,0,68,False
70,3,0,61,False
70,3,0,61,False
16,2,0,17,False
79,2,0,80,False
77,0,0,76,False
77,2,0,78,False
61,1,0,70,False
61,1,0,70,False
70,3,0,61,False
61,3,0,52,False
80,0,0,79,False
61,1,0,70,False
70,3,0,61,False
61,1,0,70,False
78,0,0,77,False
75,3,0,66,False
17,0,0,16,False
76,2,0,77,False
78,0,0,77,False
16,2,0,17,False
79,2,0,80,False
78,0,0,77,False
70,3,0,61,False
77,2,0,78,False
68,3,0,59,False
17,0,0,16,False
16,2,0,17,False
85,3,0,76,False
76,2,0,77,False
68,2,0,69,False
61,1,0,70,False
80,0,0,79,False
70,3,0,61,False
61,1,0,70,False
70,3,0,61,False
85,3,0,76,False
61,1,0,70,False
78,0,0,77,False
70,3,0,61,False
30,3,0,21,False
77,0,0,76,False
61,1,0,70,False
77,2,0,78,False
78,0,0,77,False
61,1,0,70,False
69,2,0,70,False
70,3,0,61,False
61,1,0,70,False
69,3,-10,60,True
77,3,0,68,False
79,2,0,80,False
76,2,0,77,False
61,1,0,70,False
61,1,0,70,False
70,3,0,61,False
61,1,0,70,False
85,3,0,76,False
77,2,0,78,False
77,2,0,78,False
70,3,0,61,False
61,1,0,70,False
71,0,0,70,False
76,1,-10,85,True
70,3,0,61,False
61,1,0,70,False
70,3,0,61,False
70,3,0,61,False
69,2,0,70,False
69,0,0,68,False
34,3,0,25,False
68,2,0,69,False
70,3,0,61,False
61,1,0,70,False
61,1,0,70,False
16,2,0,17,False
70,3,0,61,False
61,1,0,70,False
70,3,0,61,False
77,2,0,78,False
16,2,0,17,False
70,3,0,61,False
61,1,0,70,False
30,3,0,21,False
76,2,0,77,False
76,1,-10,85,True
61,1,0,70,False
77,1,-10,86,True
70,3,0,61,False
77,2,0,78,False
78,0,0,77,False
17,0,0,16,False
77,2,0,78,False
52,3,0,43,False
70,3,0,61,False
61,1,0,70,False
77,3,0,68,False
69,0,0,68,False
80,0,0,79,False
79,2,0,80,False
61,1,0,70,False
77,2,0,78,False
69,3,-10,60,True
17,0,0,16,False
68,3,0,59,False
70,3,0,61,False
78,0,0,77,False

"idx_epoch : 1, loss_pre : 0.08348485082387924, loss_aft : 0.08633130043745041, dif : 0.002846449613571167"
79,2,0,80,False
61,1,0,70,False
69,2,0,70,False
61,1,0,70,False
21,1,0,30,False
76,2,0,77,False
16,2,0,17,False
77,2,0,78,False
61,1,0,70,False
69,1,0,78,False
70,3,0,61,False
78,0,0,77,False
52,3,0,43,False
61,1,0,70,False
25,3,0,16,False
77,1,-10,86,True
80,0,0,79,False
76,3,0,67,False
61,1,0,70,False
61,1,0,70,False
76,2,0,77,False
77,2,0,78,False
76,3,0,67,False
70,2,0,71,False
37,1,0,46,False
70,3,0,61,False
76,2,0,77,False
78,0,0,77,False
80,0,0,79,False
71,0,0,70,False
77,2,0,78,False
17,0,0,16,False
79,2,0,80,False
85,3,0,76,False
79,2,0,80,False
30,3,0,21,False
70,3,0,61,False
69,2,0,70,False
70,3,0,61,False
76,2,0,77,False
61,1,0,70,False
70,3,0,61,False
61,1,0,70,False
68,2,0,69,False
78,3,0,69,False
68,1,0,77,False
77,2,0,78,False
70,3,0,61,False
78,0,0,77,False
61,1,0,70,False
68,1,0,77,False
80,0,0,79,False
17,0,0,16,False
61,1,0,70,False
70,3,0,61,False
70,3,0,61,False
69,0,0,68,False
85,3,0,76,False
17,0,0,16,False
70,2,0,71,False
61,1,0,70,False
77,2,0,78,False
78,0,0,77,False
70,3,0,61,False
70,3,0,61,False
77,2,0,78,False
78,0,0,77,False
77,2,0,78,False
61,1,0,70,False
79,2,0,80,False
52,3,0,43,False
70,3,0,61,False
61,1,0,70,False
70,3,0,61,False
78,0,0,77,False
77,3,0,68,False
77,3,0,68,False
61,1,0,70,False
25,3,0,16,False
69,0,0,68,False
78,0,0,77,False
77,2,0,78,False
69,2,0,70,False
70,1,0,79,False
76,1,-10,85,True
77,2,0,78,False
52,3,0,43,False
76,2,0,77,False
69,0,0,68,False
78,0,0,77,False
69,0,0,68,False
61,1,0,70,False
85,3,0,76,False
68,1,0,77,False
76,1,-10,85,True
69,2,0,70,False
77,3,0,68,False
78,0,0,77,False
78,3,0,69,False
70,3,0,61,False
68,1,0,77,False
78,0,0,77,False
77,2,0,78,False
79,2,0,80,False
77,2,0,78,False
79,2,0,80,False
17,0,0,16,False
61,1,0,70,False
70,3,0,61,False
78,0,0,77,False
85,3,0,76,False
70,3,0,61,False
70,3,0,61,False
71,0,0,70,False
17,0,0,16,False
70,1,0,79,False
80,0,0,79,False
68,2,0,69,False
76,0,0,75,False
70,3,0,61,False
80,0,0,79,False
78,0,0,77,False
43,3,0,34,False
61,1,0,70,False
30,3,0,21,False
68,2,0,69,False
70,3,0,61,False
70,3,0,61,False

"idx_epoch : 2, loss_pre : 0.11313942074775696, loss_aft : 0.1340852975845337, dif : 0.020945876836776733"
61,1,0,70,False
16,2,0,17,False
70,3,0,61,False
78,0,0,77,False
76,2,0,77,False
77,3,0,68,False
77,2,0,78,False
78,0,0,77,False
70,3,0,61,False
70,3,0,61,False
78,2,0,79,False
25,3,0,16,False
77,3,0,68,False
69,2,0,70,False
77,2,0,78,False
77,2,0,78,False
17,2,-10,18,True
61,1,0,70,False
78,0,0,77,False
77,2,0,78,False
62,0,0,61,False
79,2,0,80,False
43,2,-10,44,True
77,2,0,78,False
85,3,0,76,False
50,1,0,59,False
78,0,0,77,False
70,3,0,61,False
70,3,0,61,False
79,2,0,80,False
70,3,0,61,False
69,0,0,68,False
61,1,0,70,False
16,0,0,15,False
61,1,0,70,False
16,2,0,17,False
68,1,0,77,False
70,1,0,79,False
79,2,0,80,False
61,1,0,70,False
79,2,0,80,False
68,2,0,69,False
68,2,0,69,False
16,2,0,17,False
61,3,0,52,False
77,3,0,68,False
70,3,0,61,False
79,2,0,80,False
78,0,0,77,False
61,1,0,70,False
77,2,0,78,False
70,3,0,61,False
76,2,0,77,False
61,1,0,70,False
17,0,0,16,False
78,3,0,69,False
61,1,0,70,False
61,3,0,52,False
16,2,0,17,False
68,1,0,77,False
61,1,0,70,False
61,1,0,70,False
78,0,0,77,False
61,1,0,70,False
61,1,0,70,False
61,1,0,70,False
80,0,0,79,False
67,0,0,66,False
52,3,0,43,False
70,3,0,61,False
70,1,0,79,False
70,3,0,61,False
77,1,-10,86,True
70,3,0,61,False
70,3,0,61,False
69,0,0,68,False
17,0,0,16,False
76,2,0,77,False
80,0,0,79,False
78,0,0,77,False
61,1,0,70,False
77,2,0,78,False
70,3,0,61,False
69,2,0,70,False
70,3,0,61,False
76,2,0,77,False
61,1,0,70,False
61,1,0,70,False
79,2,0,80,False
61,1,0,70,False
61,1,0,70,False
61,1,0,70,False
34,3,0,25,False
69,2,0,70,False
17,0,0,16,False
77,2,0,78,False
77,2,0,78,False
77,2,0,78,False
78,0,0,77,False
70,3,0,61,False
70,3,0,61,False
61,1,0,70,False
76,2,0,77,False
68,2,0,69,False
