"loss_pre : 2.240152597427368, loss_aft : 2.240152597427368, dif : 0.0"
-0.8046483,-0.16731991,-0.48437464,0.13871278
-0.7094806,-0.16716886,-0.56331223,0.0651082
-0.5626199,-0.22358756,-0.3728108,0.18913442
-0.8115355,-0.16168322,-0.46503764,0.034343053
-0.6600629,-0.10685326,-0.35684836,0.10790374
-0.82177967,-0.103766575,-0.48089206,0.12001738
-0.85072917,-0.17460273,-0.57298887,0.042836394
-0.7479283,-0.21063879,-0.51484084,0.02538862
-0.59522885,-0.14947376,-0.35842392,0.13903861
-0.6953724,-0.02820093,-0.5400592,0.075645745
-0.80136114,-0.17850035,-0.47322506,0.16911055
-0.6190559,-0.198558,-0.40247738,0.091715835
-0.69233716,-0.2241609,-0.49102464,0.09232993
-0.8347392,-0.07922174,-0.6577768,0.08200302
-0.6008392,-0.20167613,-0.44668093,0.1484384
-1.1891568,0.61524564,-1.3502928,-2.0114765
-0.77811795,-0.05952348,-0.5102079,0.213058
-0.6902115,-0.11942165,-0.4572012,0.15321635
-0.80600667,-0.065068,-0.60391754,0.052950177
-0.7898797,0.04585484,-0.557749,0.093894295
-0.6759298,-0.06838119,-0.49033526,0.0035494217
-0.68355787,-0.115940936,-0.4586357,0.051191386
1.7941233,-0.0129836295,1.2262236,0.62496465
-0.62504315,0.29444462,-0.9216206,-0.727712
0.30118993,-0.1888821,0.008472137,-0.05962219
-0.70600367,-0.28346014,-0.5049837,0.050024383
-0.725382,-0.13610119,-0.5517015,0.081680305
-0.71256226,-0.10756519,-0.43260035,0.093863994
-8.833873,-1.6756384,-5.812857,1.3966261
-0.7000657,0.0260272,-0.52978015,-0.013193598
-0.96170557,-0.60410583,-2.2089427,-4.4360504
-0.5135597,-0.045829184,-0.3741728,0.035174906
-5.919398,-0.5950162,-3.4769619,1.1946483
-0.923624,-0.10878891,-0.5354786,0.25895718
-0.2646046,-0.22242427,0.04256852,2.1572304
-0.66179436,-0.12292801,-0.41879308,0.021798233
-0.7798218,-0.20700805,-0.49713278,0.15124854
2.9100304,0.6894797,2.816187,3.8229594
-0.8251326,-0.30590385,-0.49839485,0.24218433
-12.87551,-1.1996499,-8.12692,1.1456758
-0.6921678,-0.10655774,-0.42149597,0.032399304
-11.495519,-0.2210916,-7.1605797,0.5978673
-0.8035252,0.06993739,-0.58430743,0.143002
-7.834505,-0.8032972,-4.8249545,0.91488326
-0.7085692,-0.13357383,-0.49147424,-0.06910512
-0.87848705,0.016299687,-0.562485,0.14448428
-8.804002,-0.86255634,-6.145172,1.8379042
-0.67506444,-0.090427935,-0.4708256,0.09120921
-11.019107,-0.5228691,-7.6910195,0.2239158
-0.6929467,-0.18711567,-0.50455004,0.08612011
-9.437438,-1.2620347,-6.506744,0.10700303
-0.7313155,-0.12622184,-0.5118409,-0.035467967
-0.8835389,0.2564998,-0.14864506,1.2233102
-0.72972983,-0.10154179,-0.47347605,0.06941096
-6.757083,0.76550525,-4.8731,-3.6015716
-4.071502,0.14719851,-3.0110235,-0.047570966
-0.47086167,-0.31763846,-0.2800408,0.17180951
-9.588866,-0.6061251,-6.5501924,0.19550024
-0.7497105,-0.018922724,-0.49219987,0.1755823
-10.965916,-0.19667083,-7.389124,-0.35679364
-0.66066974,-0.16993052,-0.46199685,0.10279754
-8.218397,0.35242146,-4.441624,0.74774337
-5.567192,0.23616391,-5.447302,-4.2550263
-6.9946985,-0.05220011,-4.2270174,0.32536957
0.7768878,-0.7812937,0.20306465,0.5466169
0.1372718,-0.596026,-1.771774,-8.297484
0.90908456,0.19258542,0.37087938,0.08456451
-0.06998989,1.0438398,-0.96708983,-7.881979
-0.39876258,0.47100854,-0.3485224,-1.034425
0.65511084,0.39606842,-1.0158459,-7.1026864
1.2135433,0.22086495,1.1990651,0.19825405
-5.8639255,-0.85437477,-4.4690323,0.271886
-6.3645506,-4.937214,-3.1524909,0.73844486
-0.09702717,-10.785475,0.55374587,0.8032189
-0.48378026,-10.485517,1.1684895,0.46988225
0.47906047,-9.735474,0.29136115,-0.2059826
0.51987964,-9.903713,0.33653378,0.92285484
0.29248726,-9.495307,0.24787019,0.25837597
-0.98737174,-9.824385,0.36308897,1.5650582
0.7306037,-8.608577,1.5488045,0.57015145
4.3756223,-0.21420392,2.5383964,-0.82296443
-0.5896023,-0.075352,-0.36855227,0.015500695
-0.87696743,-0.042193294,-0.51326174,-0.0022507356
-0.75328267,-0.08672735,-0.46775672,0.15810564
-0.77931243,-0.08500938,-0.41118646,0.16503696
2.3881562,0.71409315,1.5730901,0.031425588
-0.8214586,-0.12602317,-0.556191,0.18353409
-0.6394217,-0.032725066,-0.3942471,0.12371424
-0.7510599,-0.1556645,-0.42126763,0.06522474
-0.65940434,-0.11157791,-0.3843358,0.09767243
