"idx_epoch : 0, loss_pre : 0.02463143691420555, loss_aft : 0.030324649065732956, dif : 0.005693212151527405"
79,3,0,70,False
71,0,0,70,False
77,1,-10,86,True
70,3,0,61,False
43,3,0,34,False
70,1,0,79,False
77,2,0,78,False
61,2,0,62,False
61,1,0,70,False
61,1,0,70,False
78,0,0,77,False
77,1,-10,86,True
78,0,0,77,False
77,3,0,68,False
70,3,0,61,False
79,3,0,70,False
70,1,0,79,False
67,2,0,68,False
78,0,0,77,False
85,3,0,76,False
69,2,0,70,False
77,2,0,78,False
62,0,0,61,False
70,1,0,79,False
78,0,0,77,False
76,2,0,77,False
70,3,0,61,False
77,2,0,78,False
80,0,0,79,False
78,0,0,77,False
77,2,0,78,False
70,3,0,61,False
79,3,0,70,False
76,2,0,77,False
70,1,0,79,False
85,3,0,76,False
78,0,0,77,False
79,3,0,70,False
70,3,0,61,False
78,0,0,77,False
71,0,0,70,False
61,2,0,62,False
71,1,0,80,False
70,3,0,61,False
70,3,0,61,False
67,2,0,68,False
62,0,0,61,False
71,1,0,80,False
70,3,0,61,False
76,2,0,77,False
78,3,0,69,False
77,2,0,78,False
77,2,0,78,False
79,3,0,70,False
77,2,0,78,False
77,2,0,78,False
70,3,0,61,False
77,2,0,78,False
52,3,0,43,False
78,0,0,77,False
43,1,0,52,False
77,2,0,78,False
61,1,0,70,False
77,2,0,78,False
77,3,0,68,False
70,3,0,61,False
67,0,0,66,False
78,0,0,77,False
70,1,0,79,False
79,0,0,78,False
76,2,0,77,False
77,2,0,78,False
79,3,0,70,False
70,1,0,79,False
76,2,0,77,False
78,1,-10,87,True
70,3,0,61,False
85,3,0,76,False
79,3,0,70,False
61,1,0,70,False
71,0,0,70,False
52,3,0,43,False
78,0,0,77,False
77,2,0,78,False
79,3,0,70,False
78,2,0,79,False
79,3,0,70,False
77,2,0,78,False
61,1,0,70,False
61,0,-10,60,True
71,0,0,70,False
70,1,0,79,False
77,2,0,78,False
70,1,0,79,False
78,2,0,79,False
61,1,0,70,False
76,2,0,77,False
70,3,0,61,False
78,0,0,77,False
46,3,0,37,False
70,3,0,61,False
71,0,0,70,False
69,0,0,68,False
77,2,0,78,False
61,1,0,70,False
70,3,0,61,False
79,1,-10,88,True
70,3,0,61,False
75,2,0,76,False
76,2,0,77,False
77,1,-10,86,True
78,2,0,79,False
78,0,0,77,False
76,2,0,77,False
70,3,0,61,False
70,3,0,61,False
80,3,0,71,False
70,3,0,61,False
68,1,0,77,False
79,2,0,80,False
70,3,0,61,False
79,3,0,70,False
61,1,0,70,False
70,1,0,79,False
78,0,0,77,False
61,1,0,70,False
77,2,0,78,False
78,0,0,77,False

"idx_epoch : 1, loss_pre : 0.041192375123500824, loss_aft : 0.048773281276226044, dif : 0.00758090615272522"
77,2,0,78,False
78,2,0,79,False
76,2,0,77,False
70,3,0,61,False
76,2,0,77,False
71,1,0,80,False
70,3,0,61,False
25,3,0,16,False
76,2,0,77,False
78,0,0,77,False
59,3,0,50,False
70,3,0,61,False
61,2,0,62,False
77,2,0,78,False
62,1,0,71,False
77,2,0,78,False
69,1,0,78,False
76,2,0,77,False
70,3,0,61,False
70,3,0,61,False
78,0,0,77,False
85,3,0,76,False
30,3,0,21,False
70,3,0,61,False
77,2,0,78,False
78,0,0,77,False
70,3,0,61,False
85,3,0,76,False
70,3,0,61,False
52,3,0,43,False
78,0,0,77,False
71,0,0,70,False
17,2,-10,18,True
76,3,0,67,False
80,3,0,71,False
78,0,0,77,False
61,0,-10,60,True
