"loss_pre : 2.0494277477264404, loss_aft : 0.8636439442634583, dif : -1.1857838034629822"
-0.63206524,-0.12868449,-0.8532108,0.10292484
-0.6243956,0.21020073,-1.05615,0.034622706
-0.90570724,0.22034326,-1.1877859,-0.026761848
-0.45342085,-0.14683276,-0.83674407,0.117016815
-0.64958405,0.20734952,-1.185124,0.09247799
-0.60713595,0.16981441,-0.92992365,-0.17713341
-0.55933434,0.1706197,-1.0400991,0.079362884
-0.7003219,0.22322412,-0.9921844,-0.03311762
-0.5596387,-0.003304611,-0.99345684,0.16162911
-0.7394938,-0.030725492,-1.0513065,0.13856071
-0.6909953,0.09265252,-1.0380124,0.13679886
-1.0214455,0.25804406,-1.2812326,0.003601519
-0.671446,0.10427911,-0.985704,0.028693799
-0.45288387,0.033513747,-0.8025649,0.08473818
-0.718543,0.1326318,-1.0273724,0.08242579
-0.6935821,0.2377615,-1.0643249,-0.054371648
-0.80858254,0.3245047,-1.1472511,-0.120680556
-0.574925,0.037583806,-0.9407377,-0.0047051217
-0.9953597,0.30048278,-1.2719471,-0.17861165
-0.94836444,0.27485695,-1.2063675,-0.101521716
-0.9093159,0.09205517,-0.96263635,-0.085389234
3.8766825,-2.181822,4.1123075,1.7820224
3.7105834,-6.947356,3.5676472,3.226483
-0.36705533,0.17933449,-0.8119935,-0.03995893
-0.5890719,0.092534035,-0.9451653,-0.14166136
-0.7364889,0.2702851,-1.0892518,-0.034717426
-0.6137621,-0.07248996,-0.9217654,0.2907424
-0.5551797,0.14039147,-0.89822835,0.013022062
-0.59758073,0.060711116,-1.0194995,0.0054596225
-1.0032879,0.33130804,-1.2433187,-0.21293758
3.602936,1.3203706,4.2956977,-3.321439
-0.6483537,0.09270879,-0.9801169,0.07811308
-0.8207881,0.34338692,-1.1165444,-0.049120188
-0.77648455,0.19711371,-1.0751921,0.058297094
-0.54647243,0.16636539,-0.9741012,-0.032068405
-0.7855287,0.31091058,-1.0509372,-0.22951442
-0.6834572,-0.024080612,-1.0227164,0.008992904
-0.73695946,0.149619,-1.0615219,0.029750219
-0.73525995,0.027744176,-0.9551173,-0.012647474
1.947181,2.2857695,1.4643744,-4.8133216
-0.8321957,0.13312379,-1.0406036,0.042399675
-0.7254681,-0.06644664,-1.0300956,-0.012994609
-0.7010882,0.3635225,-1.1254417,-0.09699587
-0.6493912,0.046888046,-0.9077825,-0.06339995
-0.5841676,-0.051898964,-0.93031836,0.17416258
-0.33495015,0.15132773,-0.8366208,0.15116642
-0.85193557,0.115372404,-1.2174299,0.14437647
-0.840725,0.17677422,-0.96602744,-0.09172796
-12.327468,3.3122597,-13.559737,-0.37157774
-0.8547116,0.09874402,-1.082858,-0.059653193
-10.519668,5.821379,-11.181153,-1.2730986
-0.7443826,-0.07145773,-1.0853776,0.18643616
-0.8578309,0.118971586,-1.1569433,0.05560908
-0.61655074,0.24499843,-0.9066055,0.060857333
-0.38788557,0.1447463,-0.770808,-0.012898813
-8.935731,1.7078769,-11.657373,0.41985458
-0.8032141,0.09929196,-1.0510662,-0.034550507
-15.375846,9.360651,-16.059265,-3.9602172
-0.70518476,0.12556112,-1.0622041,-0.0032215547
-13.253423,2.386784,-12.039055,5.82468
-0.62118423,0.28918174,-1.0029889,0.05082795
-10.412931,3.1506138,-1.1790112,-0.038060784
0.07917454,7.8182707,-3.1384273,-2.9191227
2.6194532,-0.10621624,3.8187647,-0.1814177
0.9186767,8.316513,-0.5062338,-2.9355145
7.1613183,8.886345,4.999867,-10.702032
11.738782,7.374547,3.5627732,2.6847937
11.679618,6.786868,6.939892,-9.852418
9.052073,5.299468,5.1359596,4.1449623
3.8157213,7.6014013,3.1844041,-10.9312525
6.9054985,2.197574,5.91866,4.320267
-3.4339638,0.69989854,-9.672642,1.5163279
-10.103812,2.6979918,-5.8762264,-0.46391124
1.0452294,-13.763258,4.31626,7.3618193
4.88413,-13.178394,4.8246975,8.955176
7.9646606,-12.237612,6.556916,7.8032517
8.095619,-11.555855,6.9477186,6.4365335
5.4807277,-11.900654,5.4132175,6.8184686
3.3790848,-11.369144,3.6372046,7.8064756
3.5297263,-8.77394,2.8821163,4.1484094
-3.5052197,-5.7029476,-6.9337296,3.766883
-0.8776464,0.04954461,-1.1569234,0.0068543307
-0.9821852,0.32634085,-1.2722313,-0.1842461
-0.8782455,0.16981035,-1.1318552,-0.01210374
-0.65298164,0.31600538,-1.0599653,0.118438154
-2.9764812,-2.1240103,-2.0679886,7.8060145
-0.4688477,0.02171253,-0.94713706,0.1435799
-0.86868054,-0.050680477,-1.0951976,0.22954698
-0.7853646,0.28360474,-1.0661794,-0.16865918
-0.6249447,-0.073864095,-0.8707517,0.23815793
